10000000019,9322349340,1921958667,116108
100000000000000000039,89951393186720294033,26135327929659638076,11876954936,609883,131044,1915
1000000000000000000000000000057,106991342299430347297585638871,188675017969977395328028624483,9586166844055967,21068377837950,13060603184829,8314847
10000000000000000000000000000000000000121,6837934585178113515919856555491926815931,1941385895719895246468999069210638479448,123753424054361008505,23916465088426823,4639350154373931,234644419
100000000000000000000000000000000000000000000000151,73553121250676669289610938017565132196113920353122,35156187966317051233812641754435998302169352619227,11740190631638861982816855,6407187416739668112924,14970170982497869326898,376113093052
1000000000000000000000000000000000000000000000000000000000007,582594560733647942864167554683101932559817757617443321218616,485107000290978194104100671498974843211121245518759155383025,1591141197950235962428006613308,7647916346979923347916109359,1553732938852102786830521800,166971983878855,29993889638,72097552284,955641
10000000000000000000000000000000000000000000000000000000000000000000033,9193638238367761016751675951961267177328031093306760076142420392370661,5154446894383162465732893340634268054473714420328923353004710402276202,177664059059812136202711786749417049,8649705917060546335363234070525383,42605680596938635666326245539183459,303885057908347530,9987604800409038,5847492647777907,1449221531
100000000000000000000000000000000000000000000000000000000000000000000000000000129,79511867411473558312500341763373077537636135906738001200253505184066981570467039,99442333257700224273137926203143924904088958339109988959851988698298781351413343,11976780269137162447518084360610902692836,22699823929919688007129566364878825762,7101779907499577969152762520665699292,547733240424210164579,2831324762361707115,250915116616157268,3962729228
1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000289,894968576468032599378378721243828768281281629751362196980139904075779963787129703765632027,972372157545683975489770775017330129967703555095816300746070298618910208458215454650799415,1346878956075816454678411121385548900558290788,19024192904329440419320262763161156260248,20521696958027605314557996718183523621816,512517326462716280059,19267002490130813893,4847101199028585644,6455262666,748260592,553167877,37012
10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000267,9922776908302697864551893522633781539036740348871476332653810465626471659307742084010027213820226625,2836186773449440978191705565856816079355043173337102496065404967247933485306358946184015108636857285,159990589984239373593745787852818347617199852606512,989722211747899715823185566559643143324275776131,1266155285499745286234110363167600406791854970931,1875462898886971439873117,2031896458388150064946,1190299667308778102454,57552863118
100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007,73897040703230209340879699163370473172557796728004938175640430116830598005766518865599169591070673164645885256,68145463434793382163377062192471111968694478588904291528940674586743810958523826231973023751112421820154580178,10074268537576861274388693383238931675400411913891613844,42537015246683211257052395856951118231182411895841,25259055931554552311352474133437520164071331419543,12655905574464104543361112,2410426693758569820040,8104604126310715193368,261315269823,1143236367,1180228302,54004
1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000079,440916757717324011788032730444452137477535711047012720060806921410663340354060656227805075380959145159089338144109462812,631285437494859843450445694977386677496924566900227160836371259931552135912333786767600377801213186336272882617878067628,1488069810676797244325725954202325948284566750939434067106951,12449198201478082540103446234898450999775557890458954201137,43049499112332754005531009903858448941113240285668382771134,322424379774743595587112153629,28168354622347068605,110735345151825791292,17322985335
10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001113,4941693189941838067911495872574332270117638178148052131798919226604760558428153424071844782480171711887339851031253573785418269258,3148347231267030172451773163798270285300504194181779968772627738008668810606663683833805984993057664471564149663175896098545598877,164028410078367085375984359907976466990693497351873932148362932784,6158373989860879669566053050907890007738412378685642101112659007,10176017910831222588592935613568019748968448850828800316345142985,110353741554233408109296548642968,15548985188275546948315452513,16230097845770028943512288464,200974451997070
100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013,46888013796754134677078319930463868485635797409327147549122025952108932032306552417946361807615970309475005145058423150900390364669484656316,33955933020373757640343474200443462129960618649082240310794065976877672526630580331665777177990075820851015650799211153587924088431270653879,19140364514810831451115832501047107438931002286502422414995891942056289,327756553771441943694789555723808418423438489185306769107745259278103,1278102719666027309979942396334358661744556163907820018059022187478520,47927648884900075914904696327222080,2969641868451566140291483756926,14808261696968681823209652302171,6257031682720394
1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000067,752080212129714468794214216639416402565815386454750538547235006970795550376213552574872702706714877764270700727925370087554281913519379326960095477888,490787482270145167908214629512806982817253584838977247044151010514414379655070523042215801653319211195675373852669600351237050097345310485894154409123,14661310828607884584586700145547860296106833980545094672417918065931976190827,4063380481577689467092351709844736154421442994831143444554646098502506096,93077428679510962742376348049916629394948853955539816936026408483893735097,10783141709514177715388819169693228062,79232242459845840652217339,106132700757143805075947028,14689728392976
10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000303,870961685553818574952121595904693822232608953380607401111491656498161120168991787570836679141327715944659429204823953489001639373127767426038839065113379251595,351807506928639599026813029574470623314769627010184859956944957089090375243797767920967017827361733615096686891417650178267399160259424732223727252422252329140,154679095756940334566099434788366486252253771405217775048494485183544406011558963,2158241727753313634352994396805726797077417555527768448779666981962040215514,856472623090793759673186617319983515113797521272591633520454691666929677981,125231395477643479845890000306291336045,14593882125569944754437721375764683150,773046771230745569785983088828019007,12338379414209661159,2378094242475141,1952590912425349,52587720
100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000063,93470473516953715264486130229526450936336663069233212789920054348703146246081993413887126031954487883550229314145173583538960879771857278151959126040576198335611057228717,18191774762979389705788067608435982095464290750349993788592367370329962726506894428797813319821022218482986963172035862563078186482534693386993993170270036415782051687010,18355496581896752589164838500283823405264729420962202164067182929913797513314592876438,1412501385784965102422200446057159010676876502635033859914012451612274469545278147,1026575714058769518495199429383645745069304030221667270898318990223354868198806083,71566046837985812611417285149617352963848,124391381655647142888550432419387618228,133936886864869119661578271443235443638,62042239500136966685,4350455900978038280,5154736213039779296,3555579293
1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000313,964738707852450034034876670502020219241915373031595346379718405015575824630199959334940882822386205523161157239091179325963552506586892886966646171056748177913153226444617818502813,601094474866967392070678598855817806577278034107543943046381864304374183125954397937587569068570873728466823646926275325649667099505264759900775768229286396787380634112923213527029,1117716965933694965719962750094851758418422767246292523777015368054626604171972872616579901,5923715765378081141285174743624504927369499899928564342015605546281721784249983904169078,917987177130741050750077060202362217616652258562233736703216589212494425558093386598837,151742762482147991626543101197495592739317837,88577154100790999919458351157529228473619,112856934953625794929219991370232706443223,402774814151685336511,11508415641116867819,2637717490244231952,5038407869
10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000253,413738220545802354824434245246658402873209759302601151357780307240043262384138304518709004942269440346972778787236322933640213324074027690842724459038741909585567242221419331734204922173990,3684001356398882550412779732837495629445644413241749713435537205821657380627185903804167047072920081770746491238052017250263050102113974205744931375061503993619375225498399645585887921440903,283005764863463198337832609371418042903792974340899115504613995245967201215770414725339136161581,8422548492911567919424733291268682679941226148695511512828541710836338389580994608999898836406,7335528125262505067579204917219966493642667637848251470920470821250351467284021733143984394161,310707903546869319046580508628658612020978986995,41660593608071479730469996400622250307683944616,56750495579319843486805919349473141971182008637,252712913694878997624443,51884406079115526,27666089837434703,909915563
100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000357,87348455083464835173912838809297985979050424879761394299642064250131123112098267051742465371500740736176356771621483703038097582656860706926529237472631276338754661704078113284390075168436309487689174,75235571151578366902173715994244341993131010647859279522552306400327872182568634690379570076147892976526197433425512045132039800047133296587021184735209358072970731397102758844247049628754430367226010,13021179390060678048929895908260344942242241149810837327049670783547736062004307972728585899036634381,67099271449478306917612563384975185585352706752631133425447861941143474249156355143899029454439945,2722931736625577822843681918023387673442093011304431625651574366107494606452057759234690182709928410,366987175890244770114240198350604318174558855053197,22348722006594834792174379522471813220600402021888,46912968644045536626703228647968410749047345025185,9193348126859053336609916,33986263973561582978110,5779086556642476234802,199739926444
