[62,0] 1
[61,1] -1007842
[61,4] -6526949248
[61,7] -436179280915
[61,10] -5076783102622
[61,13] -21285830478003
[61,16] -44087743247544
[61,19] -53413071465912
[61,22] -41893860116880
[61,25] -22709521474568
[61,28] -8888593542152
[61,31] -2587735287926
[61,34] -571500898956
[61,37] -96893915850
[61,40] -12677103936
[61,43] -1278240604
[61,46] -98475472
[61,49] -5692764
[61,52] -239120
[61,55] -6893
[61,58] -122
[61,61] -1
[60,2] 344698513361
[60,5] -9439528575605168
[60,8] 2760907340492908518
[60,11] -63267221227877932756
[60,14] 205156294306089371355
[60,17] -19009536671117054316
[60,20] -74658951559777900210
[60,23] -24020192941975113836
[60,26] -1636682668504315269
[60,29] 718585466520225992
[60,32] 223190025575364504
[60,35] 31660505446697904
[60,38] 2675888268293578
[60,41] 135521652798032
[60,44] 3184678010640
[60,47] -59804422448
[60,50] -7393113746
[60,53] -260286024
[60,56] -4491674
[60,59] -29524
[59,3] -46486180205695420
[59,6] -1235344544858325128000
[59,9] -272749738106445094420679
[59,12] -2688106846894899462615382
[59,15] -4314027293963405692707093
[59,18] -2248230661917941369905384
[59,21] -1397511510657860319454308
[59,24] -297038917947941951898976
[59,27] -36451088939035836882570
[59,30] -6082759690910509560024
[59,33] -1028189032159427335296
[59,36] -101755361343543671000
[59,39] -5250624532416661720
[59,42] -122816525034327328
[59,45] -974495247119939
[59,48] -51022570843234
[59,51] -3119512044981
[59,54] -51415697324
[59,57] -396929806
[58,1] -815868656000
[58,4] 2205206335047556926480
[58,7] -16646829712536594477714634
[58,10] 669564262794289789962606176
[58,13] 1116307438132065259936697294
[58,16] -3163645860942981252593565675
[58,19] -3473109483962809234362748892
[58,22] -874812711955320230157795126
[58,25] 7913794131599250116328580
[58,28] 34336591632878582782961125
[58,31] 6330259444550643741958452
[58,34] 661883110999916270290156
[58,37] 44432464882134993996308
[58,40] 1394238990126119702750
[58,43] -5578606629426028504
[58,46] -839356399182477062
[58,49] -4566838269447524
[58,52] -260250368223514
[58,55] -2894528774790
[58,58] -618421294
[57,2] -1179941071950646000
[57,5] -26439264032976736272827772
[57,8] -7308925040803704565508940204
[57,11] -300728912068252675975120368692
[57,14] 760456124711805709386125400872
[57,17] -385268095181547699251162552356
[57,20] -498670318675672900330938995888
[57,23] -143168347440714879049002526746
[57,26] -26572786659796606497008061288
[57,29] -5866411889745097737518699354
[57,32] -1005995799380009588736347584
[57,35] -101479679654562986264541887
[57,38] -5447638531132408897981726
[57,41] -112592298176543569482491
[57,44] 1037157966367437531784
[57,47] -6640081077739518701
[57,50] -312578688336269094
