[54,0] 1
[53,0] -56774253001019397077541485160
[53,1] -1140708667833938095215137139774
[53,2] -4347754896770029863364225970184
[53,3] -3539989411700389266254302785180
[53,4] 12607214201937961057009405900656
[53,5] 34728749613466504002573682014314
[53,6] 29927535510626679592281133115856
[53,7] -8469723196325934994273142764032
[53,8] -39509055440424834121039291221424
[53,9] -30740528079869432282507813535540
[53,10] -976305306722189844830466214608
[53,11] 14630906140766984789633423761810
[53,12] 9806162235575007110388613395492
[53,13] 582205074213638699349378246771
[53,14] -2570530766619609341625025982164
[53,15] -1342788859058467669402941280434
[53,16] -7851516036616592938607508444
[53,17] 251569740678627983412410161618
[53,18] 89352499017848876758860332604
[53,19] -8412883752046609924469176452
[53,20] -14141064874226255821947103512
[53,21] -2828076392769700044071561271
[53,22] 775182107924330850200081112
[53,23] 441899285790606567573791880
[53,24] 27388324785071111503338240
[53,25] -28411994976666000878721894
[53,26] -6975257044854938212439872
[53,27] 627744388445196258342486
[53,28] 492588698878536188424012
[53,29] 36889119989962992982925
[53,30] -18393493673295033414444
[53,31] -3786405763643449427046
[53,32] 299518847304537518548
[53,33] 165097025715851303964
[53,34] 5760512171998088748
[53,35] -4366923782062679098
[53,36] -498308918957915556
[53,37] 70209572426212572
[53,38] 15588333977352132
[53,39] -466342982086536
[53,40] -305146922645136
[53,41] -7373747137175
[53,42] 4085121517440
[53,43] 254406085566
[53,44] -37755288396
[53,45] -3690409557
[53,46] 232524780
[53,47] 32902506
[53,48] -865596
[53,49] -187302
[53,50] 1484
[53,51] 636
[53,53] -1
[52,0] 6408456386074001825722941342854262176888710817027842499076
[52,1] 68850792761939795070825457176450811128873427026125237383720
[52,2] 361028882832516014095497830035689097600801121773604124264411
[52,3] 1231295803643243251714058748569188759694137503727948563674856
[52,4] 3071027854675737219033636806797478538828569465941403156864252
[52,5] 5971517098281073294850262778799649411057772728528892259669784
[52,6] 9423931551501484689131598238391591286876201236816112677011254
[52,7] 12407552712262116524668949828423258615796379330331997210258696
[52,8] 13903163063131703135295767678808820905671817719890931052777528
[52,9] 13460201653506566176566178629876429290310539449968499031891280
[52,10] 11391395709287654396537435442468847939821660738602339191673647
[52,11] 8505887126407507409963106993805635101637477921795641067346560
[52,12] 5645866382953260935622054609311218367636979454583874556718220
[52,13] 3351687418076893395248678813230680898147147266617859763832208
[52,14] 1788552072687866292672143431980651142661633566529045980349334
[52,15] 861487318341095429969963639057781473702624286315051988629360
[52,16] 375834993308534712632198856089366850283883897357719791013236
[52,17] 148927893789442754717143379585179443820693246496872178440944
[52,18] 53726707509413726846751810619954429771741113071972711704968
[52,19] 17678628365216269951343049030029123306474976765368064617104
[52,20] 5313560250715461189092094988910523580376705030955499401996
[52,21] 1460420868248749840116234296332639833616321589390727378648
[52,22] 367330292045478528279504083340772047898330479232200724541
[52,23] 84589308271340594660261207488888989190436244924063738360
[52,24] 17836772306073954451806903594649827687446943648399921540
[52,25] 3443438369958645751788511889963550897424191199918149560
[52,26] 608342571470663532877259931722578428962885128302987060
[52,27] 98278329130386182352734532827536676292244328751624408
[52,28] 14503047709117705904692890274353520512395270503163316
[52,29] 1952306876378050679990811915239773784900546976953952
