[1,1] -1
[3,3] 116
[5,5] -2378
[7,7] -4640
[8,2] 348
[9,9] -2291
[10,4] 6148
[11,11] 191980
[12,6] 4292
[13,1] 29
[13,13] -658735
[14,8] -124729
[15,3] -7308
[15,15] 977764
[16,10] 327642
[17,5] 32596
[17,17] -658735
[18,12] -417861
[19,7] -65540
[19,19] 191980
[20,2] 1073
[20,14] 327642
[21,9] 81229
[21,21] -2291
[22,4] -3886
[22,16] -124729
[23,11] -65540
[23,23] -4640
[24,6] 5568
[24,18] 4292
[25,1] -58
[25,13] 32596
[25,25] -2378
[26,8] -3886
[26,20] 6148
[27,3] 116
[27,15] -7308
[27,27] 116
[28,10] 1073
[28,22] 348
[29,5] -58
[29,17] 29
[29,29] -1
[30,0] 1
