[1,1] -1152921504606846976
[7,7] 4134767201661927739621376
[8,6] 2995569862695263206899712
[9,5] 1109068413678167988895744
[10,4] 191178195150620206301184
[11,3] 12357642064424110915584
[12,2] 170463497695786958848
[13,1] 34339947158700032
[13,13] -16047523505561541401378816
[14,12] -1427180293018982692159488
[15,11] 8039836564729922808971264
[16,10] -38075044591788911230976
[17,9] -3183470901620698882506752
[18,8] 231994818351541614804992
[19,7] 498751136500713007349760
[19,19] 19528183783101820242493440
[20,6] 105664177872795735162880
[20,18] -14555118355486502652215296
[21,5] -41650744633840327720960
[21,17] 11500540669029071372419072
[22,4] 4953670444937719578624
[22,16] -11768039698213919814320128
[23,3] -1320463910794545856512
[23,15] 7092780735256451103064064
[24,2] 6063381665940504576
[24,14] -3309523103250050038366208
[25,1] -314391606067200
[25,13] 3158440906022308158636032
[25,25] -113359531144628043668004864
[26,12] -1274923897692527181955072
[26,24] 110447384278590708812660736
[27,11] 61382914354382112817152
[27,23] -102425812306613866451435520
[28,10] -23987219657947202191360
[28,22] 90429096967023542208020480
[29,9] -75421600371063975313408
[29,21] -75729417443241154885423104
[30,8] 145614051894448967647232
[30,20] 60136590795528253774938112
[31,7] -77789461390025597911040
[31,19] -45311146601431774203691008
[31,31] 3654462118859897941602832
[32,6] 21100849475466880352256
[32,18] 32196099223412960291373056
[32,30] -3525142501940194007068862
[33,5] -2968750874701145833472
[33,17] -21517260047876416620802048
[33,29] 3251387258928258850364764
[34,4] 122539771086843674624
[34,16] 13512466383551645279879168
[34,28] -2886600079614382707967202
[35,3] 8407767528528412672
[35,15] -7904140967695223900094464
[35,27] 2382045328721494995448888
[36,2] 15751665235787776
[36,14] 4273426775109641057632256
[36,26] -1855686224781964951728522
[37,1] 906741415936
[37,13] -2136835360352309557477376
[37,25] 1394607821064989473010732
[37,37] -27675666783356455973634
[38,12] 967905532116623697641472
[38,24] -968197600324785162847598
[38,36] 26964693427390309768716
[39,11] -390455198456224444039168
[39,23] 619628264474809248048672
[39,35] -25006301832669400989120
[40,10] 139856024286556247883776
[40,22] -380272645962621030948540
[40,34] 22077416251714731984380
[41,9] -42414876291463717064704
[41,21] 212645026073902511968184
[41,33] -18488627305478797579449
[42,8] 9907778774036092436480
[42,20] -103488834178221223829372
[42,32] 14681784862189515081772
[43,7] -1602403975033893601280
[43,19] 46990688501868344210528
[43,31] -11062291650740179248948
[43,43] 1163970457500327840
[44,6] 158956129208453709824
[44,18] -18624050961030196319644
[44,30] 7860375786966054758636
[44,42] -867552659242540756
[45,5] -8125414472648306688
[45,17] 4952591420326266347640
[45,29] -5253237316376078276563
[45,41] 685485641302411042
[46,4] 165427119901556736
[46,16] -655726571652429830924
[46,28] 3298941988171788398408
[46,40] -701429825914735783
[47,3] -1095553165688832
[47,15] -163494569114221419904
[47,27] -1929721915941216772484
[47,39] 422762676194694704
[48,2] 1878500360192
[48,14] 287512453461221091421
[48,26] 1043317083767002211336
[48,38] -197262948945167663
[49,1] -469479424
[49,13] -158430581220357783170
[49,25] -521688320398513075556
[49,37] 188257748247522602
[49,49] -233522201678156
[50,12] 32813454844522508655
[50,24] 236305061551910082432
[50,36] -75991386037619542
[50,48] -20768206639608
[51,11] 799993326380910220
[51,23] -95325976185601670908
[51,35] 3658706805371172
[51,47] 116995020139874
[52,10] -950197876301748047
[52,22] 34144537179335021456
[52,34] -1429749706861210
[52,46] -554064821216
[53,9] 4393641131482922
[53,21] -10355194407095634049
[53,33] -4495477698508738
[53,45] -46325598692357
[54,8] 11503414515822211
[54,20] 2418891302254905380
[54,32] 8679273837473927
[54,44] 3375968930072
[55,7] 875815507048856
[55,19] -391211907967259180
[55,31] -4636613213421440
[55,43] 7257784258410
[55,55] 14689643996
[56,6] 31081489436371
[56,18] 38807648732532644
[56,30] 1257708637444191
[56,42] 1537616159080
[56,54] 10642402027
[57,5] 635988179530
[57,17] -1983743767736403
[57,29] -176951341313192
[57,41] -606098105110
[57,53] 3940202524
[58,4] 8052053497
[58,16] 40387480444716
[58,28] 7303939526489
[58,40] 72085392384
[58,52] 679201389
[59,3] 64116124
[59,15] -267469034592
[59,27] 501141996892
[59,39] -19215278892
[59,51] 43903164
[60,2] 312747
[60,14] 458618252
[60,26] 938872411
[60,38] 88233816
[60,50] 605608
[61,1] 854
[61,13] -114619
[61,25] 54046
[61,37] -4575
[61,49] 122
[61,61] -1
[62,0] 1
