[1,1] -1
[2,2] 232
[3,3] -18212
[4,4] 542416
[5,5] -4340778
[6,6] -12594352
[7,1] 58
[7,7] 3286164
[8,2] 99760
[8,8] 979352272
[9,3] 6177580
[9,9] -4269786899
[10,4] -1395944
[10,10] 5864858616
[11,5] 69418808
[11,11] -11106820780
[12,6] -1349532400
[12,12] 100363376552
[13,1] -957
[13,7] 5419413686
[13,13] -405908441983
[14,2] 1184360
[14,8] -8842424017
[14,14] 859502027144
[15,3] -45111356
[15,9] 2659689470
[15,15] -1091311088824
[16,4] 445555768
[16,10] 17051684190
[16,16] 859502027144
[17,5] -2259862352
[17,11] -41778950108
[17,17] -405908441983
[18,6] 7159273384
[18,12] 53581055487
[18,18] 100363376552
[19,1] 4060
[19,7] -15524572900
[19,13] -41778950108
[19,19] -11106820780
[20,2] 309169
[20,8] 24264161264
[20,14] 17051684190
[20,20] 5864858616
[21,3] -2850816
[21,9] -28082955185
[21,15] 2659689470
[21,21] -4269786899
[22,4] 10787826
[22,10] 24264161264
[22,16] -8842424017
[22,22] 979352272
[23,5] -22549588
[23,11] -15524572900
[23,17] 5419413686
[23,23] 3286164
[24,6] 28621144
[24,12] 7159273384
[24,18] -1349532400
[24,24] -12594352
[25,1] -1218
[25,7] -22549588
[25,13] -2259862352
[25,19] 69418808
[25,25] -4340778
[26,2] 5684
[26,8] 10787826
[26,14] 445555768
[26,20] -1395944
[26,26] 542416
[27,3] -9048
[27,9] -2850816
[27,15] -45111356
[27,21] 6177580
[27,27] -18212
[28,4] 5684
[28,10] 309169
[28,16] 1184360
[28,22] 99760
[28,28] 232
[29,5] -1218
[29,11] 4060
[29,17] -957
[29,23] 58
[29,29] -1
[30,0] 1
