[42,0] 1
[41,2] 1735106983667510178162234203908240
[41,5] -450005315598758219034764750618454
[41,8] 23165732847577758497216733761504
[41,11] -442788150211122115156641904268
[41,14] 4120913959888025442087293736
[41,17] -21614678675366984347177035
[41,20] 69657718937106547820608
[41,23] -145243058371025795528
[41,26] 201489744199024496
[41,29] -187499961455354
[41,32] 115562331040
[41,35] -45220868
[41,38] 10168
[41,41] -1
[40,1] 282361913413617579529786785770976774662725458518306012052533971200
[40,4] 149460856316733749819159283462039764743723445597235516415615147720
[40,7] 7755177460859081370819379339454228676099024279032287251836024880
[40,10] 97183963266777948459583319329762610446394418028279086085859015
[40,13] 406027947203458217969975177606013743606709572161458039591936
[40,16] 654561558319743320194148224600700892658909113968401747320
[40,19] 432017055781129056639363077679507967652034181493992384
[40,22] 116583656938749102681988741891989949129442987326516
[40,25] 12108250964493523793268628380545311257304554240
[40,28] 420901829688815195538616804063564882256872
[40,31] 3715692318778854618715152529501458480
[40,34] 4716208376291103117633813997619
[40,37] 215454339580483401089536
[40,40] 1359610942664
[39,0] 7761323496928629075505552344730075162949343102689437871624229351559134221093324384097243955200000
[39,3] -14569138043046382287978241712595834187319396879318715623699144878086341234587583927838006425614
[39,6] 10705525195233312674053855450846351545145526109775714649870787208404843352000411870782713600
[39,9] -3916046742871095386031471969416291460063062025908566623867036789271440558385222207533600
[39,12] 753286232273828104033684174229313701815338224774277707863784335155252505653269681840
[39,15] -74676486349537515084617123531590159269735210924254952199058338793195431436762870
[39,18] 3544668094958609614249279576954381456890156726577323062279665292217250783584
[39,21] -71023990940086128325526983150799835426195969861070207659085604342017284
[39,24] 497630236576728260695139133694268119549257418039997537416386233976
[39,27] -925118576913418023930205075232476584079601234848351461771011
[39,30] 298079160594611623511715434832645427478936847031439552
[39,33] -8078564277416565737690810427679522696678441704
[39,36] 3462534156832028065600131127775729376
[39,39] -708816604637341589920700
[38,2] 452165542814591869617188034442970215013485157552600313425983856833377873987501232704859236680052394729728000
[38,5] 4614245428919966611817800416025073586336107837435913425349612779279557925419611137593617054828850770615760
[38,8] 7639717238774636019708017217508045392637176629590511423647990654513557327943114633156410461239419445496
[38,11] 3317386921700979382986488005615487613644339825980661779118444434997851243963365338707549669249221664
[38,14] 438061849930156620994717077362858883322550573776901070288314431941506796385070990343128981031880
[38,17] 17848958136836956572028210578125221411431472548499951786614067247370980751803397530755753096
[38,20] 208452777088236870161147957579055792989389431830141066907035518840546295782970190123657
[38,23] 595575548744471225819195848287043045100715993057576298616835711169786931829396032
[38,26] 319378189499816162807328488678462662833526295301204266543002787505797290696
[38,29] 20900829377745542621818896206486574832502182322503624654409103645104
[38,32] 79269295128988930187728131367108683644945265987346986655456
[38,35] 4339895429275099369753630482559785572478002505056
[38,38] 178261699225041448542364066751184568
[37,1] -63303389521901339578576242121657267668720672865142776958741513567923434395151454404439677596565825931164473363005440000
[37,4] 1119263866737913737366892176590284357848737970342537070788869267313259235782154552449569936081665133291200613927148800
[37,7] -2290245106413771099194104510455921384572148784501536787501322594660591320859790675061808778346539734734081449859680
[37,10] 1487975335423072167419088789552466894710795908796266788299706901887483366082768500992271499421827967977505146960
[37,13] -348852892974251933100145886779462848412100005989695716417652133142930868140891371654107287055393707572038278
[37,16] 25304225022932399664970862916090211182205057020533495957816438257911154815801516925872357986244778105536
[37,19] -439913368059160504365826747000495725438149918878615383289190159781798379322072674951528075796581112
[37,22] 1416822630455150494589899175517040945296703240054221308186118042024341184567299512709652922336
[37,25] -627751594450681471379474461455503053975668859880702921101984879270727789504749909420612
[37,28] 24931590235058836445143227492324593784774387581294199062837934146566029361717248
[37,31] -44197998320259834271618810236223509285720114701659252733728826331211456
[37,34] 1005325887439002951010660978117666609312957793327389530601552
[37,37] -22438475015102707585341284232417215239421413014
[36,0] 1536671537660911180886825764548943718373902281302169405589087563303918265327597782358979456131562913149551165820671675596800000000
[36,3] -1923549436592437526839434858089080455969137362996832621510355925757960926776838485234748945417300298476219909950878461132800000
[36,6] 827119219912381969819606746214325721981590206449926939732557160189076692248098962952414115247147716537464416900970326630491
[36,9] -135113143990906646461942983409450802795671513461619800181503347883474994179707172674553858544342102513453962461246662400
[36,12] -18815200071000447490041724904119230819037008829643911932800161145516962193438958847334055850249655410978765252422720
[36,15] 9768486843197864748626323854419949473288270879243967969893951215355085800866842412498066396586963250129991314480
[36,18] 1721899433190697446051277061207536390241615198030443166855000481125468572295979144979781283434706587219979488
[36,21] 20004927597095708756030125796660313137536391722517932144278120650544029533526790756656676181090716341536
[36,24] 19542915446612189417756280664408491473330356657680050645654693297485599325384461920205461760368328
[36,27] 1176542067500296070801885150638478286753095658230800213789652239459782651342429319162268056
[36,30] 2364955572205702334072670556218343569859951515146874174053256517440649949139240764
[36,33] 52260402929851037953627114690490506799002743646263976354038525058117440
[36,36] 1344772972239248139132355042350461200616460145836427633872
[35,2] 12415343499734213731342733892250617257831847629028489130533752642528722645163967613241811017002221802654157612047591168964296704000000
[35,5] 19453013355978837037311808499861555520700761396813951833264710005740033489738928094414995015533200627059188338131914216287884288000
[35,8] -20628080383524100268945667493270636649434318228599859805097621387471783106077834273417540741623715991508003975600845031849012640
[35,11] 1705759203934081033247206424222073238086125310684738882496471058334021380902469996499117852587183229231413471804144673661556
[35,14] 604903623130304855182541017484420321242831973528872765315910723113636550164462765702096128155006302113384161586051320480
[35,17] -14437198021352661328869372664538245230631894054594073582621686138219773509000295360877669355404529998346561791578780
[35,20] 1812857592347121625955157908212528012217152928143419415581882671713083300852233834421249771444323314279553935360
[35,23] -11393661258346549482403048925970021665487269075669939625578632754840107431226374349166024736457670690267930
[35,26] 2584402805889072496061211431691748532039259831552630859083146760771088488304025610438336644062721984
[35,29] -13270310385356219418514110326899523519623578911700269718117062074313943785996750571268495128
[35,32] 596044499844515663475452829976376008534466430890526119340752526109769941005879520
[35,35] -34022379667148591273534269694759743802561442710591271345087785220364
[34,1] 5328831964155047168293032076009629427977945528839265658831179873901444369420232427566678629990548354764923263273647093504473143705600000000
[34,4] 88609761515455263296718982940561210340563785059870829042163079754314060523201110662773135155328800942837833139198361206217636099522560000
[34,7] 20329439505545305448133496489621494561823529283080141179936649614927134929383591629902893996130841898139442372236180029103368994956800
[34,10] 51426557321431677977224298126837142838787313463455943916427230226548718711343901890504432685007814177373243755251093803615368939920
[34,13] -7146909805837146350688750327775538492737768714274602884108206377571831351036185023187301997911416855573010573417610297464315760
