[1,1] -1797010299914431210413179829509605039731475627537851106401
[2,1] -16372760510331484361542305113309734806442333495344865636098
[2,2] 1117162530102606006614108998519783429011925311700009875843061575354
[3,1] -70039031071973571991042082984713865560892204396753036332197
[3,2] -1640992306923559354773140558849616692812061432786914055786074769989014
[3,3] -104442072008329571939314586574370968912109091953428343806539326290696678864
[4,1] -186890531952407487700750848124674997580258991027795713644056
[4,2] 213444949068320452172644393353872333386335594121029615692183725340069202
[4,3] -118183817317754815032357153971821552763283913156824523447058809661107856182650
[4,4] 353116649119375592692625974650808541572312101743287774001449412835636618748720014
[5,1] -348545235608191667340714699728108785255633182300382742958084
[5,2] -7129288591388080936147767136235331416971766411759224492235143566352877472
[5,3] -14671720664648875201229126003445228555573090317714753899738396782630376528064667
[5,4] -43354214239778453205484255520394264755947651626758113341023521526835531622076169102
[5,5] -1953470259125146807383345989701668284220313761935710186881574778117741215253949151962
[6,1] -482370858389556240996606633265656268617528812742425992004712
[6,2] 91993783804175818296874338868768078146543381246058319355747408614991260196
[6,3] -378807065300115301605731945744957146517995985043370217478765578466524078951347416
[6,4] 368377701950192456015557474607145546488711439005974198916839958249606499910632238989
[6,5] 23258553508872152555513519499253092954859188141389597075972842794395702271879123425934
[6,6] 1370985258971912969617100487019022997470028989603046467386889595199231844899277236036218
[7,1] -513296608330512771662281931153407038182244960029919872577192
[7,2] -565881182291405417530462506613141593082722754065380916457957288448510073912
[7,3] -2826576424742644524461777693679092202846741353615237367605869840304809058500485066
[7,4] 528813686429392650198735586879574120715003752717877028600653210790271472862734726228
[7,5] -66878759791022257274514515173444405309833591711140735040388780347441735078375111056139
[7,6] 7514918549250143672641394487444327928047593907078995508891933271972025583023481196746570
[7,7] 62391140872391486935455257328059827234417913310550443340836129607921834171687265515574928
[8,1] -429281687625881409640174871476989808466816916818274471971904
[8,2] 1884024636998148099402312397546080283623247560296901834447834487751053566957
[8,3] -7373141914839203191539436327323710502913709861743128533768147875956817332174576948
[8,4] 3006188255203170982173160835147634636842026807277242208701533797030416427615307241452
[8,5] -1174444415389164991925944183941910597533094477714538570566656161269287316621379039244228
[8,6] 15342069909894647215027927633706788610407164502004556703807969926040832663082819286852050
[8,7] 254600878183227887033196208338842214577301560760070687452359271520831399625816882217961054
[8,8] 1078279825554746108995552401608109192850665814803283678546764583877237565035434124058049902
[9,1] -285899161329220563712194660657562746201361273907881793694162
[9,2] -3697868225321962293955511885447374670011887227171506751286550042594726428408
[9,3] -7227899326332003123235185210365161455760717133747689533160251100666313830221161262
[9,4] 16789529862018588538355438316720480967514432919670857420111860001706014207933481552476
[9,5] -2487630353512868260923368985779451062531477109534304126265900331769419865417684669013622
[9,6] -13034404657534036499850098008582506923495103424783539304221136575475261979819425781767512
[9,7] 562790698633973264950401190218237469903573901097916464088898120641003341714520931391842013
[9,8] 3611399653308194328368353480875890801509217196574102158472736852707618461688155859823934930
[9,9] 9100214769134627086917809232622811517333768941268648068815350799731653700761301160191948027
[10,1] -152629914568302119028870880496314553548983887293706398245132
[10,2] 4555237441753551362817993848291923655862636650509210136966722178204460862242
[10,3] -2058592057296853789865003159943901234115521037865042006483861632969043124125362268
[10,4] 48418847449090837683203817753162729298802233854312280784395931552734378685049104143605
[10,5] -1409243748507034190430266003427207489180865630528743316883697540782187591175871221257216
[10,6] -54753809182736607690189471386087491250844287102814428376765370939255384359250410284275788
[10,7] 277183763382541570330024290552355370723589153998499893545372616132706861849301895190717336
[10,8] 7827662355673549169226000941481426413770448420424947931196819246415440893198359996596900392
[10,9] 25984562526041930521217433532107788408532209569114425475566810939372845721490790019227123604
[10,10] 38436116479615586813569095588426533436500436322152760450391432541929513540509417619878747740
[11,1] -65368918692783610160645800126017057003082520014479490112106
[11,2] -3699493022343394147991942092389826445024799476676706856092580064784598977056
[11,3] 435712942729902986781106007422061024770700136329274594111874115508511503740914476
[11,4] 80366469852479497720350641899589765770748641608929918430991782844376275031956156691616
[11,5] 1477472825954621943508066752064721566803248729584708840996930735165937298338487045400014
[11,6] -31125581683167626309160917231156913603117836208244210690314774061634679720441324485056152
[11,7] -315203295654863135303467200540259404482198123187565003781699179082611998080404963987920681
[11,8] 6207366848725026087966491154049871655986322371360878880038514072059607587235213193917727306
[11,9] 53440440213898800876211233252118993085396460305973925499723306417576861694848233758659282187
[11,10] 96040941858837811699135959445875495417987188493490814022579748699573792769104602420018935952
[11,11] 66508828924569124939382676278390658645427844725102395188807835117798487049904933641093963094
[12,1] -22339531145752518867606831296464738793301000790694468001024
[12,2] 2063370806778003185411466623822730049601924261932949549709969448866280089939
[12,3] 129304860789886878486629022032390709295051154355206757164988215986387278859233108
[12,4] 80476270051434125418285602664245483185719713589140697787698493595189126892765371661990
[12,5] 3160829468201357769012498881604331064946056948255159006285647425663046643179104502107948
[12,6] 26022456813686235755428519551358275094553341529745519051012094682654884384740195776673720
[12,7] -102709559483832602511559285844198794291507980714159803968544569582801219601254203120129198
[12,8] 977125529117547599701472952027800656957311559542224514204769896292913316676183242769765890
[12,9] 45426782449220239221888525396638314178460282586648108800462758368948744139956442198868085650
[12,10] 183516497639885577763304291022602758700060345325240263714055321587537227539234534316570654296
[12,11] 153477129387700182062887155975581655470056908862940355129331972403263029773723813586616607724
[12,12] -26443990532889117391578025024702334128926289026617763874554252301007299794539008345668271032
[13,1] -6009783406197971463567714751714152017431251335416570251906
[13,2] -818463663043509440346480675719301076946134700367948242867518489816349564244
[13,3] -34786847538439217251745711812554184184253099212746951238609098564675445986986930
[13,4] 49013311949082015410089478603396529778693959453998258436788720717984039615890850293968
[13,5] 2721642819650817225592011128848206048040927085876345484118793549330119392586499850635460
[13,6] 45736686555118966900410894601790904893422267358631662706609407045063419296296219889923220
[13,7] 406120042575173548800747504664887088133139113469743085010824838715645585212702536112566843
[13,8] 1036080983839549224557353702500563541298290968574013587764484936545483950368059499255633810
[13,9] 15508776558908584503127674517498662503510285171805111045352379158229873776602127405872167772
[13,10] 151237108250020044103566291734416548645580700537053417095631261464445056006485856777947564838
[13,11] 279225068905098207691308342672952253454421389054314682338899395641822595124017219360764214123
[13,12] 19859322758590699905221798226850426878315437026529348504813455758262568423307896860271443272
[13,13] -165723949794916476382188979460545990535163776820369795606421588171446011927214398887824273354
[14,1] -1238493082885741520744487452918152494558687808839382143852
[14,2] 237970740095975383570653152311683223932319308504655499400875068901376088476
[14,3] 1758622529933499830435329135019441318187991707309655629592737975377980004557140
[14,4] 17548984500217701488744831914726872667886377407345406988847016311746406367640450151297
[14,5] 1458545711296006421713541212747821105666738591803216661629980312077205619599678354068780
[14,6] 33534404156295971594287687893982485086155075025285118032605049597930109244033805945772828
[14,7] 435912472918899806402213323428582986170846988165008102243944777762309323885281362850946160
[14,8] 3031571806111389770276385959196500709203313793814184693230242164404265494532776240591245908
[14,9] 5612066994826670257960013467160142059173364049489595434222431113699067784080720191982058414
[14,10] 56197089834134781831991225844032387563159831169242228687595043029341264222500113666393541190
[14,11] 213503009773783037765585091650185254542944099657127106081252717277768859472849702753136181022
