[68,0] 1
[67,1] -705100844276719139911744107145555821178412472711422960
[67,4] 1863232539719942397573217395523420995524371533122970656
[67,7] -603707497897377601876593526407077137610102376567616036
[67,10] 60921240048171013402321961560018295965627317600894272
[67,13] -2738656695586849264321218373552628178691509269612728
[67,16] 66331762713519023107181864576222800664030318773520
[67,19] -972798363533367032023844675214839957332574536746
[67,22] 9337386537187009556325561793506779618109829056
[67,25] -61944188900642856064024094656491169600940104
[67,28] 295420556133086954744198288238182410356336
[67,31] -1042454308152920889730611462333362893390
[67,34] 2779530074165832197421485787843811488
[67,37] -5683813685808431152827117443694588
[67,40] 9000689325820633355553708377800
[67,43] -11093087617403931523517563285
[67,46] 10644141193867293691577280
[67,49] -7913134469492032173832
[67,52] 4507172761502905072
[67,55] -1928006546838062
[67,58] 598910163488
[67,61] -127467500
[67,64] 16616
[67,67] -1
[66,2] 82179352727950553871209279748927044619197715771603223630133184028120561422363943091424917742257794201603720
[66,5] 76480379180638172913061700025767508450562760000120032548323892851244322932792314195887906320407227103077888
[66,8] 11618801462444181844740684496452508325199477861152347965061144045460429758657317782161749146427195237869520
[66,11] 540892182488876975009710826182080358759410885628192954507339097617895040982630153868962374415159639376800
[66,14] 10168364484544254622958768516624720644629184058498538223615073592812250682969675278526410853912370449910
[66,17] 89821450519356013521036220736990143754038033507366674357122356260928702395665594580017415813107032320
[66,20] 408638622086740700520548109381848540100772802952998931089869819079605919835932220949198259532894176
[66,23] 1014071113240875506703825913187170730060977547560169204711158316660836371032018290226260972568512
[66,26] 1421440112177290063385481386657869143099334322904863468369147548207336065498817123301891165996
[66,29] 1146175005110036249326688828476505977182293228400339902877706950554278283675628448566529792
[66,32] 533998150649856044102909284464438257814651954200205936490275287397386256920054572176760
[66,35] 142501670340246085120082344863655420090574055563591925702575204770940147711398413552
[66,38] 21295149991063540705375448191282670674976494584116494222086301284695393105074261
[66,41] 1713765452082704081310887661183776976077223557946693945745119408413587893888
[66,44] 69906585212039882883880867373455067839673418281219064458688647088500192
[66,47] 1319542369757040378694232459699061270891112838531196340870418955200
[66,50] 10042903333378729236634649560947820007324553279765404034424412
[66,53] 24864390215524063905321355660846379827577714453939183872
[66,56] 14059418702691390784128595868187312575915932975576
[66,59] 960150803259343299885403531514300161536432
[66,62] 2062759475331978116200875938733445
[66,65] 2364805132833923453056
[65,0] 214948336522223267115785412225851764223569107762715886410098157898434481333953419759779773571469296041824005603682254396459136221025268455401253657644445696000
[65,3] -659360774399625749867766733405921755483279006075169853620224088096240554034254160589294376172639855804612659929299704614955969420885860431940648248265464684
[65,6] 876950538474276840818129154789373592370686614642550929060207943201194216899330441525254003145633025068626655339402953200896947545189263598543921971939688
[65,9] -664137218408271564990261786217739287460427983158734603976157439209490622468986699360418750946246811394177325934245089163238088764666020660933399516571
[65,12] 316504036802913633538753042907650112634319484643295018204613963454719265259514153955710995147901595387404654630538339536281299598856631100229268800
[65,15] -99125942665590120465976164449363360023007452236635521498377275541513145521358973224084040865828464479434281225926004923332535445678307581339912
[65,18] 20723919887266421999996747318887429568295591472873122435987240410313826919206089044787633763172345263217277057501490047420619313468713705712
[65,21] -2886562885059537304899012126064222424257725978463779969977210918175063910269838749581833607415939728690803019664051847563260080688065594
[65,24] 263737198123561007085816171684848040860374508238904365794677976324802579100535162909419963926731392733564447353515974088322741987488
[65,27] -15375353428643720207239138177909454104079044559364187295884972980872891412704156727659631373936377877476721151776231160566873796
[65,30] 549632104566797180803705877367633195329514673009064414779926700391926185913263747185603170960263874995836949624708119585848
[65,33] -11428965142304392021628496007644689670337950258516008738763305288192359340375517084005062396187280789004588754438553817
[65,36] 129211498435090052732253100596031914610240875539835429007511197929045599311430785438575700038419745212242777495040
[65,39] -729200597379112344078213398031788986891397044082550487319443604688996100116792697045659940055888621661897424
[65,42] 1842742723188979739130422984791066631140760760466738168608076603779264188196657156015329519130398012512
[65,45] -1811342881745938964076964188849205561351205083798066248551416457470000410912025855066273173637844
[65,48] 573550725624813258428112673036246339594278781971555706470920095373315920510889641935724096
[65,51] -44921013423799572154194646646134137952833524800100865588811066533059898180028386600
[65,54] 586979122565655223414405857690660842972808587413665679482214419758730511664
[65,57] -683566234248961641105635908318290957377911976357747756538535599050
[65,60] 20181724440635169208947469849471248576262444014592024960
[65,63] -1835969137889496048697299093519050429639616
[64,1] 329990120393977065813417725906128326857403810196796755315676322439219761296198161060106867384809493330408514370470357811447320317333112591164925916526645370102693324043763712000
