[1,1] -387420489
[4,4] -2249994711042
[5,3] -1182335587893
[6,2] -134320118427
[7,1] -530909559
[7,7] 28689369402510
[8,6] 28637143632558
[9,5] 11047814993133
[10,4] 3633545021796
[10,10] -73208868397452
[11,3] -701056241001
[11,9] -40779268097814
[12,2] 117134379369
[12,8] -34647734610972
[13,1] -216296487
[13,7] -506743342407
[13,13] -25782068386737
[14,6] 3274864999857
[14,12] 42403134567852
[15,5] 5217207453117
[15,11] -13186946223630
[16,4] 1123470171234
[16,10] 29555828745840
[16,16] -47778237478458
[17,3] -110365828695
[17,9] -3598728327342
[17,15] 39951610602795
[18,2] -11931263793
[18,8] 7289887434381
[18,14] -36569342666385
[19,1] -22576401
[19,7] -1718752790736
[19,13] 26753693377149
[19,19] -50029107375956
[20,6] 620392270716
[20,12] -16852227779124
[20,18] 48401458009897
[21,5] 111424357107
[21,11] 10059740407782
[21,17] -41105160945007
[22,4] -27783430758
[22,10] -4535217934308
[22,16] 35766243585554
[22,22] 1769564351054
[23,3] 9335112543
[23,9] 1754243446554
[23,15] -25080678172747
[23,21] -1479689281585
[24,2] 486512001
[24,8] -535372353738
[24,14] 17317566829972
[24,20] 1354420098755
[25,1] 836163
[25,7] 37352425185
[25,13] -10749236580941
[25,19] -990877532487
[25,25] -35366348953
[26,6] 15178844961
[26,12] 5826296898565
[26,18] 624156584412
[26,24] 58166165388
[27,5] -3752298945
[27,11] -2782909357836
[27,17] -372582978066
[27,23] -18089089470
[28,4] 49904046
[28,10] 1197935958462
[28,16] 167971034604
[28,22] 40542974960
[28,28] 3719395844
[29,3] 34946019
[29,9] -434931451182
[29,15] -64971979502
[29,21] -4936527198
[29,27] 2071801458
[30,2] -2066931
[30,8] 119656131944
[30,14] 19828605694
[30,20] 9999845589
[30,26] 1760287284
[31,1] 30969
[31,7] -23654506852
[31,13] -1383423155
[31,19] -2357685584
[31,25] 25745229
[31,31] 53984110
[32,6] 3220092425
[32,12] -562179443
[32,18] 851018204
[32,24] -166380379
[32,30] 53885838
[33,5] -291073487
[33,11] 138974035
[33,17] 152845483
[33,23] -265061599
[33,29] 20788413
[34,4] 17094148
[34,10] -1848298
[34,16] -38111702
[34,22] -57078198
[34,28] 6837156
[34,34] 156806
[35,3] -638657
[35,9] -1294297
[35,15] 12805367
[35,21] 5607165
[35,27] -1319161
[35,33] 82399
[36,2] 14578
[36,8] 76553
[36,14] 667369
[36,20] 606171
[36,26] 220409
[36,32] 9361
[37,1] -185
[37,7] -1147
[37,13] 1147
[37,19] 1147
[37,25] -407
[37,31] 37
[37,37] -1
[38,0] 1
