[30,0] 1
[29,2] -69020
[29,5] -1117138
[29,8] -2397952
[29,11] -1850316
[29,14] -702960
[29,17] -150220
[29,20] -19024
[29,23] -1421
[29,26] -58
[29,29] -1
[28,1] -345100
[28,4] 827268790
[28,7] -4993427060
[28,10] -804431319
[28,13] 219018440
[28,16] 71380600
[28,19] 8179160
[28,22] 499090
[28,25] 17516
[28,28] 290
[27,3] -16383543330
[27,6] -491496890560
[27,9] -475305530578
[27,12] -33332368232
[27,15] 22443332
[27,18] -509956648
[27,21] -72075005
[27,24] -2909106
[27,27] -40629
[26,2] 20681719750
[26,5] -9189339365960
[26,8] -25049633020855
[26,11] -5929103749760
[26,14] -261082028240
[26,17] 12785878672
[26,20] 3507594196
[26,23] 250606342
[26,26] 3718264
[25,1] -698211250
[25,4] -45946696829800
[25,7] -452930901258550
[25,10] -144214199211900
[25,13] -16023581548446
[25,16] -340276059960
[25,19] -121221321878
[25,22] -10411416672
[25,25] -226892578
[24,3] -61437111320000
[24,6] -3350806991364895
[24,9] -1300976882635000
[24,12] -242198048808108
[24,15] -12981832521584
[24,18] 3231476571632
[24,21] 210905157502
[24,24] 8892333220
[23,2] -15604459562500
[23,5] -11323272531463750
[23,8] -3855595816841900
[23,11] -1979355285073330
[23,14] -367176586838248
[23,17] -45223368411376
[23,20] -1463922368952
[23,23] -233124844953
[22,1] -187340000000
[22,4] -15656020638034375
[22,7] -19277979084209500
[22,10] -2568903878819900
[22,13] -2792697591035540
[22,16] -228255162720725
[22,19] -1587566283260
[22,22] 4150018368430
[21,3] -7426648915281250
[21,6] -162622110329375000
[21,9] 11000963033736920
[21,12] 18675872235942360
[21,15] -639544806191841
[21,18] -134852041726614
[21,21] -43152366138688
[20,2] -314230983984375
[20,5] -450669372537187500
[20,8] -64222596970497500
[20,11] -30931849050368340
[20,14] 7995158091357573
[20,17] -1647536907031940
[20,20] 214283943890978
[19,1] -18069492187500
[19,4] -463211230450000000
[19,7] -1237097053170831250
[19,10] -154659245251841700
[19,13] -84948115550992715
[19,16] 13936849068070250
[19,19] -1777054912195115
[18,3] -65102281703125000
[18,6] -3784344512626687500
[18,9] 2334484029492795000
[18,12] 1006894722732019630
[18,15] -74164625363050550
[18,18] 10922835103682404
[17,2] 10694259765625000
[17,5] -6259211542361718750
[17,8] -8727179971986062500
[17,11] -2123702888774817875
[17,14] 404609384657676470
[17,17] -127094753484342125
[16,1] -858105468750000
[16,4] -2549629182031250000
[16,7] -28685670846738125000
[16,10] 4996973807098483125
[16,13] 2023046923288382350
[16,16] 1240017766509687250
[15,3] 5479329101562500
[15,6] -25355141643718750000
[15,9] -9992887596747515625
[15,12] -9270578170381318750
[15,15] -6460001360571440402
[14,2] 435672607421875000
[14,5] -16615041990234375000
[14,8] -89162172937783203125
[14,11] 43552653337719531250
[14,14] 31000444162742181250
[13,1] -22921752929687500
[13,4] 15607762050781250000
[13,7] -441634457142343750000
[13,10] -128713820861870312500
[13,13] -79434220927713828125
[12,3] -15562641845703125000
[12,6] 788934709871093750000
[12,9] -263382893997292968750
[12,12] 170669298495037562500
[11,2] 6240203857421875000
[11,5] -739876232165527343750
[11,8] -77517884924804687500
[11,11] -694162075076216796875
[10,1] -362854003906250000
[10,4] 535216399536132812500
[10,7] -1787014610537109375000
[10,10] 2092616639560332031250
[9,3] -274944324493408203125
[9,6] 6436314621032714843750
[9,9] -10535245639328125000000
[8,2] 47596931457519531250
[8,5] -7943280541992187500000
[8,8] 25329701955749511718750
[7,1] -3387928009033203125
[7,4] 4779936637878417968750
[7,7] -35572028343658447265625
[6,3] -1387169837951660156250
[6,6] 33921559219360351562500
[5,2] 208806991577148437500
[5,5] -21638162422180175781250
[4,1] -17285346984863281250
[4,4] 8865032196044921875000
[3,3] -2421677112579345703125
[2,2] 432133674621582031250
[1,1] -37252902984619140625
