[1,1] -1
[4,4] 779836
[5,3] 375782
[6,2] 31651
[7,1] 62
[7,7] -725367915
[8,6] 191355684
[9,5] -369370487
[10,4] 77596162
[10,10] 33589281076
[11,3] -43159719
[11,9] 18960427576
[12,2] 1390226
[12,8] 20221343214
[13,1] -1147
[13,7] 13183977476
[13,13] 283013290566
[14,6] 4671822450
[14,12] 323341958808
[15,5] 2503278768
[15,11] 223486989599
[16,4] 811333674
[16,10] 90035490398
[16,16] 3651622288036
[17,3] 100815100
[17,9] 38557352887
[17,15] 2953491281672
[18,2] 3123064
[18,8] 13549857146
[18,14] 1832633177928
[19,1] 6200
[19,7] 368407999
[19,13] 1023110488216
[19,19] 283013290566
[20,6] -1192195148
[20,12] 487632616958
[20,18] 323341958808
[21,5] -362111248
[21,11] 182824388768
[21,17] 223486989599
[22,4] -50730880
[22,10] 56856638100
[22,16] 90035490398
[22,22] 33589281076
[23,3] -3636424
[23,9] 15563087480
[23,15] 38557352887
[23,21] 18960427576
[24,2] -110236
[24,8] 3361083085
[24,14] 13549857146
[24,20] 20221343214
[25,1] -4433
[25,7] 515639926
[25,13] 368407999
[25,19] 13183977476
[25,25] -725367915
[26,6] 60820233
[26,12] -1192195148
[26,18] 4671822450
[26,24] 191355684
[27,5] 6318482
[27,11] -362111248
[27,17] 2503278768
[27,23] -369370487
[28,4] 513174
[28,10] -50730880
[28,16] 811333674
[28,22] 77596162
[28,28] 779836
[29,3] 29946
[29,9] -3636424
[29,15] 100815100
[29,21] -43159719
[29,27] 375782
[30,2] 1581
[30,8] -110236
[30,14] 3123064
[30,20] 1390226
[30,26] 31651
[31,1] 62
[31,7] -4433
[31,13] 6200
[31,19] -1147
[31,25] 62
[31,31] -1
[32,0] 1
