[72,0] 1
[71,0] 595724826683448306239086608646512409020
[71,1] 10741449339041117288069943790987750941306
[71,2] 44378441679717054817084420364378680128292
[71,3] 13741888251474883404205091261989474802826
[71,4] -347366704572245978452022008822188802206564
[71,5] -997333552160231603605336689145337693052952
[71,6] -949507519468147890210892393243655647732320
[71,7] 740427523251171848012452497134362544349573
[71,8] 2890349501227722403455375924282309701777392
[71,9] 2837145042723938730275339254889101844216934
[71,10] 101347283515519576073759355543876035166876
[71,11] -2485226799817322704525138797201556650302345
[71,12] -2409473780377277833520370141444754260147420
[71,13] -460678751890226405520218110321691720711460
[71,14] 948426298753098651182944162700845401279816
[71,15] 876782916308440219089739574350641476195625
[71,16] 177513097931115589513090743626415744989112
[71,17] -205900399012315008763812232131354261987916
[71,18] -166805459565437393508856457802963725301336
[71,19] -26363267196768553006419419602232923175112
[71,20] 29053870520738044004855029880167940237096
[71,21] 18355880531680996892639008474517044573698
[71,22] 1535775772278636447042538137116581475172
[71,23] -2751561515325381414377706994547608697013
[71,24] -1211860271897200538732543744595813644244
[71,25] 17493279760783385648627040059777758374
[71,26] 171381553786947086145419833788446036140
[71,27] 46830394720728207453353032870954351476
[71,28] -7192801388658043827219177633709945212
[71,29] -6783218303088543577383750419061396398
[71,30] -902636102341304950301887207842099996
[71,31] 412271408603849770496434956720024648
[71,32] 161900068107859328825978094569195532
[71,33] -18275570961669132504256155053076
[71,34] -11642332632383294537761034019672288
[71,35] -2035151282208094320251702308310279
[71,36] 387031905347664715276217507357232
[71,37] 177521789457208410615129023861292
[71,38] 5164653790468025114188982305824
[71,39] -8169268461453711228660306927408
[71,40] -1300134137610417773122781209392
[71,41] 196080089182300765761960512438
[71,42] 75161254597143173278944016908
[71,43] 723953687300204202074267859
[71,44] -2569794915984172647786275660
[71,45] -268971053923099001824545624
[71,46] 54353918592473051550413808
[71,47] 12209955583952232881668007
[71,48] -476772419668120482023568
[71,49] -335281963845372201205608
[71,50] -12163674058349873447504
[71,51] 6323061908218986876804
[71,52] 616150979912360352336
[71,53] -80629488971131431034
[71,54] -14470856666820287292
[71,55] 557826812554644333
[71,56] 229761765641245404
[71,57] 1976849274993804
[71,58] -2655797682017496
[71,59] -110122151656565
[71,60] 22645697730360
[71,61] 1585607930970
[71,62] -140032161444
[71,63] -14090384307
[71,64] 598247988
[71,65] 84891150
[71,66] -1588980
[71,67] -342930
[71,68] 1988
[71,69] 852
[71,71] -1
[70,0] 274938608924990337479780875659471288586692603329230963835018349095646226693722
[70,1] 3957069902966857402741081491017373607083756759796749949692906352170815715819620
[70,2] 27968769503199925556542108505500522772918774813583075696596324744708791845223371
[70,3] 129403902705756437840225844230662467980576957927139392119326084568204370542936284
[70,4] 440776176189351753630393763920834449765539397771344436981269615440647950368103914
[70,5] 1178636118834838679477669054203944474079919725370502850003322256094571112747356292
[70,6] 2576450997923666061846860253783038186876151893183934060437022091377885911626412955
[70,7] 4734073584532386720597924082546341369491399083651248535535248830851350111702355144
[70,8] 7461477986772314098722629163005082632846474488366020082026253164186136417067221356
[70,9] 10244162227250304517027319923817583972207507246016555863738436014540912259217815776
[70,10] 12400086205871349461692236290143840791401084157272610665826677938232067875451805366
[70,11] 13361905324796755402100139304777065645683391553770675542490846597422443914512114844
[70,12] 12919309019658453255389868840365292324545768088560126703718376303204390031602612598
[70,13] 11281967675335199362525439361475890452556508141631036742664538890453702760227097668
[70,14] 8947392135828441800186404776838579765166779730234172626770771850139400790412458541
[70,15] 6474438591346962270432385988787272222023990505522009526908938599097474774215978168
[70,16] 4291754664307229943697585992922285389258633135374149324926421027437373588433972320
[70,17] 2615078828599086069358478342633645549882714700451775465528219519263780188792680184
[70,18] 1469056364560815988223930140426917303732716521960613412297507294942862889275387266
[70,19] 762799168456259089400236478015972466065944476769030977413522099450740901732604584
[70,20] 366915831193302484801807217893794406933466060164814665405781817189388275689805612
[70,21] 163811809324826909482636288038252400773175656218397495515707761297621614004366024
[70,22] 67994192491948345627470161656600501929048370456164445220325723016259441298283513
[70,23] 26276749538796896361124179764180360421380164531662172284113515973719490042776980
[70,24] 9466302131245402811449726314840655800374443083561782255162281397194818997450374
[70,25] 3182382850080340121962732286050042556116317730387716787296924972017296343996724
[70,26] 999235563886857526619325144371293809040275207767718577215938982845650560647883
[70,27] 293249945646416690621902523462450867468181352989591213579194087743881195385668
[70,28] 80483975747749342905077336223399232187209620919806283541255432629161162129222
[70,29] 20666564478642900867033045768520406273718023076399173892676333003975869428268
[70,30] 4966407365809285633769043031351587369766547277171526103332604434410960953820
[70,31] 1117128657393345162117123279083631554507276501025008562062162947211740263420
[70,32] 235216392823875518598041059184298068046531148430169576031816895816069353482
[70,33] 46355158119654715892534872961690340583454466075567212522214104975305695876
[70,34] 8548759370623154918530444801907147186608613888291352377089773782602583655
[70,35] 1474811581783914252555309675622489977073217439550621167203539407067114824
[70,36] 237901197581712040854011060293612372137663051024634801400960779863246432
[70,37] 35861152570145162872759765810663843807362613169977668793616293055002784
