[1,1] -1
[2,2] 92
[3,3] -2530
[4,4] 25806
[5,1] 23
[5,5] -139104
[6,2] 1702
[6,6] 431848
[7,3] -13708
[7,7] -747615
[8,4] 26128
[8,8] 577714
[9,1] -161
[9,5] 58512
[9,9] 158815
[10,2] -1334
[10,6] -342424
[10,10] -342976
[11,3] 5911
[11,7] 610236
[11,11] -1234640
[12,4] 21275
[12,8] -459540
[12,12] 2636812
[13,1] 368
[13,5] -116012
[13,9] 211117
[13,13] -1234640
[14,2] -690
[14,6] 171488
[14,10] -215096
[14,14] -342976
[15,3] 5497
[15,7] -65320
[15,11] 211117
[15,15] 158815
[16,4] -18400
[16,8] -72542
[16,12] -459540
[16,16] 577714
[17,1] -276
[17,5] 17963
[17,9] -65320
[17,13] 610236
[17,17] -747615
[18,2] 506
[18,6] 21252
[18,10] 171488
[18,14] -342424
[18,18] 431848
[19,3] -1817
[19,7] 17963
[19,11] -116012
[19,15] 58512
[19,19] -139104
[20,4] -1794
[20,8] -18400
[20,12] 21275
[20,16] 26128
[20,20] 25806
[21,1] 92
[21,5] -1817
[21,9] 5497
[21,13] 5911
[21,17] -13708
[21,21] -2530
[22,2] 92
[22,6] 506
[22,10] -690
[22,14] -1334
[22,18] 1702
[22,22] 92
[23,3] 92
[23,7] -276
[23,11] 368
[23,15] -161
[23,19] 23
[23,23] -1
[24,0] 1
