[38,0] 1
[37,1] -26419447500577769
[37,2] -1876707395708729903676
[37,3] -2348469390500977071962610
[37,4] -354862944050025995879388276
[37,5] -13764552431467690261714071033
[37,6] -202101832186318145886623390424
[37,7] -1414651544692218014880698874712
[37,8] -5482825540982751967190404792056
[37,9] -13045962458983865787184805711514
[37,10] -20530697088476270211544030876032
[37,11] -22589649216479609791131717476316
[37,12] -18132725958231197465272588708368
[37,13] -10977361572877097758533514054464
[37,14] -5146048473972299512517946493584
[37,15] -1908090618431604707804019534612
[37,16] -569290700465241229437202894080
[37,17] -138596413853715535465061688531
[37,18] -27848257803572493326818743996
[37,19] -4661012719988163539547255182
[37,20] -654649237659668447370595716
[37,21] -77605964468962914206500965
[37,22] -7798713491713606093589208
[37,23] -666331832487227395510548
[37,24] -48487644399445405885128
[37,25] -3006140388830375761309
[37,26] -158632549545799126188
[37,27] -7107058393352783298
[37,28] -269186262944500836
[37,29] -8564725164655881
[37,30] -226847826406248
[37,31] -4938702643784
[37,32] -86820220872
[37,33] -1201310931
[37,34] -12590212
[37,35] -93906
[37,36] -444
[37,37] -1
[36,1] -1368119691471664099779804
[36,2] 160343251475306057922037115594440
[36,3] -29156031443971939024627476804300338856
[36,4] 228224731252564677570024685684174668286560
[36,5] -218327788924082731633387987154901652493663940
[36,6] 44860441912047912295498377920067692946748613286
[36,7] -2758764764845616523327460485597788393129335524792
[36,8] 62791791190896927050399289911623337430125313985428
[36,9] -609859069783184246140677853226420935146363275389152
[36,10] 2783527239644813081900642256648594221593456839786078
[36,11] -6355817098652750878265536896998336486696264966355784
[36,12] 7498032251247347059359873299357243167061642596024932
[36,13] -4546467167164999584695805721518195545332646422493688
[36,14] 1306811910327953251606241741103336326277489485862078
[36,15] -115340233811919369165399875541640706960133605260920
[36,16] -15323872214133996863776945924811270274154402053300
[36,17] 2168016410518121483532241881926472819168088906908
[36,18] 136057603900568102043206925227554669857627140712
[36,19] -12972664892927479668061136999330337331587376776
[36,20] -951676426253335686910991176963205142338723328
[36,21] 19243449113274516722285314755819218070132732
[36,22] 2901671357112376109257151966108834226858510
[36,23] 44916838197731539047567118497227466312680
[36,24] -2538547162667669233986224149760800039884
[36,25] -97531984939187959553981450879061658380
[36,26] -323644855890905572582146118155002728
[36,27] 36523523848633742386248070478473368
[36,28] 582062565544058795120803244969808
[36,29] -744436447359060887629486808324
[36,30] -72846068658944989856707243278
[36,31] -323268115772623759247940504
[36,32] 1593873317965031335339764
[36,33] 6720182088658690989996
[36,34] -7508483006755691547
[36,35] -2540903312396992
[36,36] 230703040692
[35,1] -1248072921357229756100881421010
[35,2] -21254746922655543548953430590334947026024
[35,3] -154765869330850039696129090486824587963756940957
[35,4] -16721746951957414527059719808222734898905631388210084
