[24,0] 1
[23,2] 3653303421204616384
[23,5] -182186585114385224
[23,8] 1903918179372656
[23,11] -7466965222550
[23,14] 13680702496
[23,17] -12636476
[23,20] 5704
[23,23] -1
[22,1] 6945765384186558329857855802228689920
[22,4] 602256537665973620090801935669594720
[22,7] 4303126571064741832365823558160064
[22,10] 5610627246861632053914301171836
[22,13] 1545671772584965496006976512
[22,16] 73610828569789586482920
[22,19] 264037720028512976
[22,22] 1395073671
[21,0] 2253672506019520101130998199580644883220587571191808000
[21,3] -2373191904162510437571473791888606115194384602808072
[21,6] 765952545483152433327215802995893347175853318896
[21,9] -81277778812219593340102469081455758303432018
[21,12] 2197705953416816491739107848236221024288
[21,15] -8604613372930750902868329787969092
[21,18] 1472198198843689854761902392
[21,21] -709069941510709333
[20,2] 799399929018973803615902730304131475456252282274244504576000
[20,5] 1390268811085239684304515453404075420698041251570064881728
[20,8] 259564704546638457273605343945516930120197030686627312
[20,11] 6060122952010128099069640215867640042058155664432
[20,14] 12127264431984148306613202189143085043896992
[20,17] 779633429925834955591428087964230176
[20,20] 160604460846131685031198210
[19,1] -3636213009889920532023948859947448201015632581822250893338214400000
[19,4] 10704879379054880590935423786915475653165810514738959366543344640
[19,7] -4626828247812386310334561489402143726424526208989630844555840
[19,10] 262888175889884125626831309806320742458912983932501957824
[19,13] -880802672083766634647374308812798379852144590949456
[19,16] 66923769597482737137806926401010205173780704
[19,19] -16018545977515365304695748320671708
[18,0] 2954752272341849851501952547794655253913818288486582959962132054016000000
[18,3] -2010500293222507672681000431082997148388462245474307844513102118912000
[18,6] 86871458754668632187376328507262324208112473479941175268006750748
[18,9] 166405871887810920730826381572836969785751106786758369517129520
[18,12] 3757848996903521158617626418847675688767429215275675751304
[18,15] 928125675826020058708676528029737029531867486005104
[18,18] 615016964554019559685651010743471120742681
[17,2] -51694594868721170490777167052976813877171661612708400931263788928204800000
[17,5] 65701017175982781070237660729455492272744316215683020640940660324352000
[17,8] -3419314744043111740381541478052101238521130816115949558185457673536
[17,11] -749358107908477033936244893499479857041764948376023411468515896
[17,14] 1554711414002207246581307577474611318129783143703901524832
[17,17] -7022182927755355323814372204440076155982539261780
[16,1] -147935942763527348452234045070305378810939830201267566951495651064545280000000
[16,4] 1964159187363657045722685019532466080481718153266908115923046315141365760000
[16,7] -189485420983376209435433396693189829001524207916034162792238176329159680
[16,10] 26370554399702762303442081591859671660818395296486151833583839046560
[16,13] 124821622828387969754463835366489676186722303327697648787027072
[16,16] 16133452417787485233908309818798614948103047433777227688
[15,0] -76543133597007222828549052962241728864813279252220384307817905293099008000000000
[15,3] 12866710100668302833667953536803502516819419481512653560938372528145956864000000
[15,6] -3212071165097676435719528313013047489919085729219280043668039724715016192000
[15,9] -206025802170582965067037636659177557540322014014102473564596350276268344
[15,12] -6265158756596288267391951671605189768174816312369166831053034009120
[15,15] -4613587670231184159960594519514278222157861286541539517799276
[14,2] 30702861777511083431110867488112252312596038401871697435054512548488413184000000000
[14,5] -10962978018013940107785298672122100999659098334331982491502823508900891852800000
[14,8] 2284350314112073506479919608047167112541913578349961199044860751585219584000
[14,11] 60462896505482191642919638745561732737746042932479084419168229552101440
[14,14] 205097926420690435558089091451873981451469219083565917771672616736
[13,1] 29714278943420906324487062903689915986827970727217899314362990758200134860800000000000
[13,4] -10037373233051946108633804745100274196221912405783565446961828468429128990720000000
[13,7] 7601579708619384498459644255863861628780237661106992837500704360575837143040000
[13,10] 13320603056938865991848445120238880733872386281696257193543671556509107200
[13,13] -3343594368525339030801216241231636956466208484964778890226953746597760
[12,0] 9999369081241627108636223435431829155706715490472599837617872902095397453824000000000000
[12,3] -987281215352600210698434411906177337894174641074678789835734693275276148736000000000
