[1,1] -150094635296999121
[2,1] -433606724191330794
[2,2] 562580635375796631282
[3,1] -505874511556552593
[3,2] -5015226028984239730662
[3,3] -86311457148688274163492
[4,1] -302949736883563536
[4,2] 7373717961431959889739
[4,3] -49305600214341077093994
[4,4] 91150019706984680064870
[5,1] -96863728408742646
[5,2] -3114003984847960315176
[5,3] -6745697876923046116803
[5,4] 111196620445472874037674
[5,5] 92458395045396404967267
[6,1] -14994748950849252
[6,2] 523775116303793570970
[6,3] 3144908468652815129148
[6,4] 21380222721445240780647
[6,5] 13839486634153285370460
[6,6] 2874893753410255603260
[7,1] -600638904803106
[7,2] -43401578527254889656
[7,3] -24181723386669134286
[7,4] -682172168946015996612
[7,5] -2817386379196160382
[7,6] 357729289073782766244
[7,7] -584984689823226775836
[8,1] 76854238178328
[8,2] 1961599823276980653
[8,3] -28586202345767315808
[8,4] -53557159309680461994
[8,5] -30019304892463934112
[8,6] 220673630598482978475
[8,7] -13249232928658620972
[8,8] 3943612830466742940
[9,1] 4023017404497
[9,2] -47273431218986934
[9,3] 1240590397613830731
[9,4] -898808156062724700
[9,5] -7205713964260567366
[9,6] 1111826107128293856
[9,7] -3864727543478958
[9,8] -703118764118949620
[9,9] 173976782080035987
[10,1] -172681990182
[10,2] 657133534091502
[10,3] -5038616522206098
[10,4] 127095800816987093
[10,5] 33289190965286100
[10,6] -73466610850041786
[10,7] 34657936744704364
[10,8] 40230661016830167
[10,9] -7749483667673982
[10,10] 235274133131830
[11,1] -2094824511
[11,2] -3101202247338
[11,3] -98789320204978
[11,4] 186615426748374
[11,5] 1701770092748739
[11,6] 1452329540505376
[11,7] -45502178768046
[11,8] -219174078461364
[11,9] -17411825312427
[11,10] 4713569346798
[11,11] -305603508132
[12,1] 62699832
[12,2] 9989379361
[12,3] 114859342494
[12,4] 901417742238
[12,5] 2401739126098
[12,6] 3691096139133
[12,7] 3024730631208
[12,8] 1351955126730
[12,9] 297695873592
[12,10] 26108168619
[12,11] 657683026
[12,12] 2732418
[13,1] -101426
[13,2] -2322216
[13,3] -2873559
[13,4] 8773154
[13,5] 7570017
[13,6] -5356104
[13,7] -1550354
[13,8] 1433484
[13,9] -342966
[13,10] 39728
[13,11] -2457
[13,12] 78
[13,13] -1
[14,0] 1
