[12,0] 1
[11,2] 302197280
[11,5] -1984268
[11,8] 2728
[11,11] -1
[10,1] 413077590081446400
[10,4] 3140098322119440
[10,7] 901748705440
[10,10] 2344386
[9,0] 98823634118413525094400000
[9,3] -49744633999050626147204
[9,6] 2599709219284278200
[9,9] -1840508903585
[8,2] 6070586651391845994656256000
[8,5] 645065243228020231050720
[8,8] 555944624302357752
[7,1] -38054031639984135283518996480000
[7,4] 14180598822887453449928793600
[7,7] -56282900078312706147360
[6,0] 45688143672322270430861721600000000
[6,3] -11446924254236009937253785600000
[6,6] 1318298884208744202274348806
[5,2] -7389159768252291652798906368000000
[5,5] -4693563998082619475295642624000
[4,1] 4348025786200807791044591616000000000
[4,4] 5316218838754085792923452702720000
[3,0] -496864268553728774541064273920000000000
[3,3] -2246499180505824743128584683520000000
[2,2] 400796701349895944471082486988800000000
[1,1] -36118629900882300066095274393600000000000
[0,0] 1577314437358442913340940353536000000000000
