[42,0] 1
[41,1] -45182
[41,2] 2666640
[41,3] -60195011
[41,4] 762171878
[41,5] -6430675463
[41,6] 39872633004
[41,7] -193166018136
[41,8] 761922121908
[41,9] -2518722099366
[41,10] 7126526849804
[41,11] -17531669883065
[41,12] 37948500596234
[41,13] -72940522920031
[41,14] 125375318654776
[41,15] -193765691195667
[41,16] 270358645267610
[41,17] -341584344967369
[41,18] 391588691074340
[41,19] -407797736265211
[41,20] 385925714774206
[41,21] -331768132285869
[41,22] 258780471192616
[41,23] -182786111963529
[41,24] 116587934894478
[41,25] -66904013812663
[41,26] 34379408983284
[41,27] -15728411672039
[41,28] 6362161394478
[41,29] -2257029528085
[41,30] 695772238600
[41,31] -184471366707
[41,32] 41594545674
[41,33] -7878260905
[41,34] 1236188540
[41,35] -158090260
[41,36] 16144488
[41,37] -1281086
[41,38] 75932
[41,39] -3157
[41,40] 82
[41,41] -1
[40,1] 2666640
[40,2] -107908269
[40,3] 1987716162
[40,4] -23096602898
[40,5] 203547095382
[40,6] -1493370559011
[40,7] 9188234695332
[40,8] -46584302341822
[40,9] 194567389082544
[40,10] -679245444757783
[40,11] 2018927876752302
[40,12] -5195722028172318
[40,13] 11736366941158334
[40,14] -23516880680375925
[40,15] 42135557670890054
[40,16] -67905065342938120
[40,17] 98854450155281374
[40,18] -130381649586148049
[40,19] 156081919060283050
[40,20] -169701202572150442
[40,21] 167441796856497994
[40,22] -149500351423821596
[40,23] 120044418394447574
[40,24] -85675124706639374
[40,25] 53139024925871390
[40,26] -27314836350480630
[40,27] 10212291528832394
[40,28] -1151132778888298
[40,29] -2174713225866422
[40,30] 2405164672453511
[40,31] -1565295819732586
[40,32] 737355410125176
[40,33] -252910097422074
[40,34] 55261074173933
[40,35] -2726938126656
[40,36] -2492646078784
[40,37] 861614415012
[40,38] 93049548708
[40,39] 1837898390
[40,40] 5508678
[39,1] -60195011
[39,2] 1987716162
[39,3] -32055495186
[39,4] 325419653766
[39,5] -2458594234271
[39,6] 17872563645516
[39,7] -139715957850640
[39,8] 982551955493792
[39,9] -5491487996754765
[39,10] 24314285832776066
[39,11] -87964776476028096
[39,12] 267803985620211430
[39,13] -701433826173158350
[39,14] 1606236641785046178
[39,15] -3254284815676341554
[39,16] 5886673745473556546
[39,17] -9574015319740463773
[39,18] 14070324272946697016
[39,19] -18744418209115074565
[39,20] 22666505373874806826
[39,21] -24874289673651619277
[39,22] 24741924383526485972
[39,23] -22278326100785368787
[39,24] 18168458038735013950
[39,25] -13489353743558543964
[39,26] 9248422872665969734
[39,27] -6011261794757712442
[39,28] 3825489646930901394
[39,29] -2421922182994280829
[39,30] 1493385967419587272
[39,31] -851530787021890939
[39,32] 424481602041995530
[39,33] -176663189803754614
[39,34] 58898855284973770
[39,35] -15899305943487191
[39,36] 3635798656918236
[39,37] -635228002450179
[39,38] 53475391473866
[39,39] -1454759614046
[38,1] 762171878
[38,2] -23096602898
[38,3] 325419653766
[38,4] -2497190104438
[38,5] 8621046075844
[38,6] -2900239044634
[38,7] 275851127268604
[38,8] -6727039052147223
[38,9] 66911848663180706
[38,10] -421240539525314958
[38,11] 1959990617022093374
[38,12] -7261467751068048239
[38,13] 22305209489545329722
[38,14] -58274913989590184764
[38,15] 131978189455471365210
[38,16] -263121847694520881231
[38,17] 467068525626266026232
[38,18] -743605585913624265284
[38,19] 1066879449456973158080
[38,20] -1383098152622054999444
[38,21] 1622951873624477149244
[38,22] -1726573173106664837216
[38,23] 1668592233091753374312
[38,24] -1468182788622245547336
[38,25] 1179195178585332479950
[38,26] -865574128273616698502
[38,27] 579450967868270345030
[38,28] -350973117391162392983
[38,29] 189149149265318031508
[38,30] -87825380758304959642
[38,31] 33380946814438404880
[38,32] -9306121467850283603
[38,33] 1337047935438128746
[38,34] 191127735490772226
[38,35] -136521799231903294
[38,36] 14489607011256558
[38,37] 5280127289736026
[38,38] -1143699226369298
[37,1] -6430675463
[37,2] 203547095382
[37,3] -2458594234271
[37,4] 8621046075844
[37,5] 144259192810948
[37,6] -2514591036305088
[37,7] 18715114074028074
[37,8] -61994806285232152
[37,9] -176412372354331763
[37,10] 3594907545553693082
[37,11] -25231732830924082527
[37,12] 120363838739766487928
[37,13] -442659268183142025133
[37,14] 1326360546961461107230
[37,15] -3353119546692698453180
[37,16] 7329159929692231817718
[37,17] -14050312720123063831767
[37,18] 23832568857679885032472
[37,19] -36021684478808146882349
[37,20] 48756653059882587804474
[37,21] -59380551854893523777955
[37,22] 65341194698498258060416
[37,23] -65180857490220397285176
[37,24] 59034947905902951943696
[37,25] -48510917522793188532477
[37,26] 35997320267621503120510
[37,27] -23913759033727264666768
[37,28] 14010558440854551101386
[37,29] -7084294222929057982713
[37,30] 2987007571353959361908
[37,31] -984777589043554280093
[37,32] 217460484965433633374
[37,33] -10079671062576209106
[37,34] -14387353079324647546
[37,35] 6310514093999911629
[37,36] -1268259729318341896
[37,37] 86479284389822273
[36,1] 39872633004
[36,2] -1493370559011
[36,3] 17872563645516
[36,4] -2900239044634
[36,5] -2514591036305088
[36,6] 38361369474686298
[36,7] -330528359782990004
[36,8] 1824750028114611768
[36,9] -5487448392682417232
[36,10] -7373220643073267587
[36,11] 200705554576730063988
[36,12] -1358890502077428144774
[36,13] 6108346521543047821260
[36,14] -21052010185343674717057
[36,15] 59287628468947025724270
[36,16] -141174638684580276988638
[36,17] 289287270948916756932574
[36,18] -516333973777986649093203
[36,19] 810852251863005879690770
[36,20] -1128576131223771319327648
[36,21] 1401977592353300854612974
[36,22] -1562201310120018218792527
[36,23] 1567182710143442890938192
[36,24] -1416396927936713130756180
[36,25] 1151238303388893256106696
[36,26] -837044515041390681187004
[36,27] 539990829925683651250622
[36,28] -305523553580530611914262
[36,29] 149142183164524433835346
[36,30] -61404379421849457747830
[36,31] 20514708462528354477306
