[1,1] -1073741824
[4,4] 78534148096
[6,2] 13522436096
[7,7] -226175746048
[9,5] 140669091840
[10,10] -297421344768
[11,3] -34643116032
[12,8] 221568294912
[13,1] 16252928
[13,13] -213282837120
[14,6] -91931766784
[15,11] 172784873600
[16,4] 14385111040
[16,16] 57574090258
[17,9] -89407102976
[18,2] 150339584
[18,14] -44095312392
[19,7] 27092436608
[19,19] -3332544330
[20,12] 19118653374
[21,5] -3681438976
[21,17] 2699763650
[22,10] -3779856660
[22,22] -72612633
[23,3] 55278208
[23,15] -1396985984
[24,8] 44924921
[24,20] 54093822
[25,1] -29760
[25,13] 423319322
[25,25] -862792
[26,6] 67285810
[26,18] -22444279
[27,11] -57522484
[27,23] 536610
[28,4] 662563
[28,16] 3511990
[28,28] 4681
[29,9] 863722
[29,21] -132153
[30,2] 1550
[30,14] 36704
[30,26] 806
[31,7] -465
[31,19] 62
[31,31] -1
[32,0] 1
