[1,1] -1
[2,2] 4514
[3,1] 37
[3,3] -3206050
[4,2] 761719
[4,4] -209046152
[5,1] -555
[5,3] 126699544
[5,5] -1779280013
[6,2] 13339018
[6,4] 8730736598
[6,6] -5829763808
[7,1] 4218
[7,3] 1088708017
[7,5] 204752931296
[7,7] -312487495260
[8,2] 57464293
[8,4] 11092095024
[8,6] 2666076146997
[8,8] -6953943300610
[9,1] -15762
[9,3] 519717688
[9,5] -143074516007
[9,7] 23188287858235
[9,9] -73410857700994
[10,2] 49423342
[10,4] -12654257668
[10,6] -4105406010178
[10,8] 145382941105795
[10,10] -461396372775882
[11,1] 14430
[11,3] -2265965433
[11,5] -226468145197
[11,7] -42543160000143
[11,9] 666135685292553
[11,11] -1824072046956284
[12,2] -112513337
[12,4] -52455733536
[12,6] -1260146028712
[12,8] -256545216984626
[12,10] 2143724158777490
[12,12] -4220450844561104
[13,1] 85396
[13,3] 6362857107
[13,5] -457020920083
[13,7] -1298687464289
[13,9] -969729170728956
[13,11] 4211535436093571
[13,13] -3091434997459606
[14,2] -276822160
[14,4] 180569367623
[14,6] -2100338363862
[14,8] 12042483696876
[14,10] -2125866381832236
[14,12] 1893983201281897
[14,14] 12630651129842622
[15,1] -232804
[15,3] -5374910635
[15,5] 2020718440929
[15,7] -4777774429236
[15,9] 4981636725984
[15,11] -1254243654293294
[15,13] -15154967042874501
[15,15] 44146000713647670
[16,2] 153517773
[16,4] -61529066084
[16,6] 12261246357567
[16,8] 11958513334848
[16,10] -462266117479415
[16,12] 7431342370610460
[16,14] -46485266442583065
[16,16] 56518055433172098
[17,1] -50838
[17,3] -10320323272
[17,5] -319725854063
[17,7] 40971846857542
[17,9] 199183522468885
[17,11] -2748144902857233
[17,13] 24673385314319838
[17,15] -57008116011241122
[17,17] 959438503276377
[18,2] 183479818
[18,4] -170489979323
[18,6] -294543156968
[18,8] 51878708103739
[18,10] 1030349442423864
[18,12] -7366596312303636
[18,14] 31082871486528222
[18,16] 109102999854156
[18,18] -104746433479495074
[19,1] 667776
[19,3] 4738854106
[19,5] -1294725294351
[19,7] 6630770774373
[19,9] -114974564466657
[19,11] 2618145120070710
[19,13] -8364592538840396
[19,15] -2278690319610802
[19,17] 105702919714800312
[19,19] -160579841531654676
[20,2] 71323198
[20,4] 39899656404
[20,6] -5723978844373
[20,8] 40166428158392
[20,10] -530006621634355
[20,12] 2551046839479858
[20,14] 4918484872521124
[20,16] -65832990288710926
[20,18] 161277592464881400
[20,20] -104746433479495074
[21,1] -261849
[21,3] 8446941973
[21,5] 75256392276
[21,7] -16578072480112
[21,9] 121897111626872
[21,11] -539681375710692
[21,13] -3426813806721709
[21,15] 29805056319087850
[21,17] -99853706829306907
[21,19] 105702919714800312
[21,21] 959438503276377
[22,2] -111087098
[22,4] 43866228047
[22,6] 763980073552
[22,8] -35051279070564
[22,10] 140196722798956
[22,12] 1266997554392787
[22,14] -14194606755389632
[22,16] 43161353188799047
[22,18] -65832990288710926
[22,20] 109102999854156
[22,22] 56518055433172098
[23,1] -728049
[23,3] -1861074692
[23,5] 38925357974
[23,7] 2482774857142
[23,9] -18185922177363
[23,11] -290724634601563
[23,13] 4731914457813818
[23,15] -19871139216408826
[23,17] 29805056319087850
[23,19] -2278690319610802
[23,21] -57008116011241122
[23,23] 44146000713647670
[24,2] -79813699
[24,4] 4540346590
[24,6] 574991593247
[24,8] -3547914771318
[24,10] 106623339918641
[24,12] -1198831370103532
[24,14] 6658139555584056
[24,16] -14194606755389632
[24,18] 4918484872521124
[24,20] 31082871486528222
[24,22] -46485266442583065
[24,24] 12630651129842622
[25,1] 386946
[25,3] -1362691093
[25,5] -27118743185
[25,7] 1556498333647
[25,9] -28104665359805
[25,11] 314975420765634
[25,13] -1753279126547662
[25,15] 4731914457813818
[25,17] -3426813806721709
[25,19] -8364592538840396
[25,21] 24673385314319838
[25,23] -15154967042874501
[25,25] -3091434997459606
[26,2] 39019682
[26,4] 13523869260
[26,6] -56942447294
[26,8] 3689837847177
[26,10] -73327306138858
[26,12] 419806269632168
[26,14] -1198831370103532
[26,16] 1266997554392787
[26,18] 2551046839479858
[26,20] -7366596312303636
[26,22] 7431342370610460
[26,24] 1893983201281897
[26,26] -4220450844561104
[27,1] 318681
[27,3] 42920999
[27,5] -20325256435
[27,7] -498054465463
[27,9] 10073471022090
[27,11] -91104295545815
[27,13] 314975420765634
[27,15] -290724634601563
[27,17] -539681375710692
[27,19] 2618145120070710
[27,21] -2748144902857233
[27,23] -1254243654293294
[27,25] 4211535436093571
[27,27] -1824072046956284
[28,2] 14905265
[28,4] -2058870994
[28,6] -8847939204
[28,8] -648611617862
[28,10] 15503828909631
[28,12] -73327306138858
[28,14] 106623339918641
[28,16] 140196722798956
[28,18] -530006621634355
[28,20] 1030349442423864
[28,22] -462266117479415
[28,24] -2125866381832236
[28,26] 2143724158777490
[28,28] -461396372775882
[29,1] -153735
[29,3] -205238186
[29,5] 8026504128
[29,7] 66654997392
[29,9] -1633272269194
[29,11] 10073471022090
[29,13] -28104665359805
[29,15] -18185922177363
[29,17] 121897111626872
[29,19] -114974564466657
[29,21] 199183522468885
[29,23] 4981636725984
[29,25] -969729170728956
[29,27] 666135685292553
[29,29] -73410857700994
[30,2] -3190732
[30,4] 211247319
[30,6] -9586840896
[30,8] 135150763062
[30,10] -648611617862
[30,12] 3689837847177
[30,14] -3547914771318
[30,16] -35051279070564
[30,18] 40166428158392
[30,20] 51878708103739
[30,22] 11958513334848
[30,24] 12042483696876
[30,26] -256545216984626
[30,28] 145382941105795
[30,30] -6953943300610
[31,1] -52170
[31,3] 34594223
[31,5] -142365381
[31,7] -13365908823
[31,9] 66654997392
[31,11] -498054465463
[31,13] 1556498333647
[31,15] 2482774857142
[31,17] -16578072480112
[31,19] 6630770774373
[31,21] 40971846857542
[31,23] -4777774429236
[31,25] -1298687464289
[31,27] -42543160000143
[31,29] 23188287858235
[31,31] -312487495260
[32,2] 487142
[32,4] -59748858
[32,6] 2095084929
[32,8] -9586840896
[32,10] -8847939204
[32,12] -56942447294
[32,14] 574991593247
[32,16] 763980073552
[32,18] -5723978844373
[32,20] -294543156968
[32,22] 12261246357567
[32,24] -2100338363862
[32,26] -1260146028712
[32,28] -4105406010178
[32,30] 2666076146997
[32,32] -5829763808
[33,1] 16539
[33,3] -982165
[33,5] -28542947
[33,7] -142365381
[33,9] 8026504128
[33,11] -20325256435
[33,13] -27118743185
[33,15] 38925357974
[33,17] 75256392276
[33,19] -1294725294351
[33,21] -319725854063
[33,23] 2020718440929
[33,25] -457020920083
[33,27] -226468145197
[33,29] -143074516007
[33,31] 204752931296
[33,33] -1779280013
[34,2] -98716
[34,4] 4001143
[34,6] -59748858
[34,8] 211247319
[34,10] -2058870994
[34,12] 13523869260
[34,14] 4540346590
[34,16] 43866228047
[34,18] 39899656404
[34,20] -170489979323
[34,22] -61529066084
[34,24] 180569367623
[34,26] -52455733536
[34,28] -12654257668
[34,30] 11092095024
[34,32] 8730736598
[34,34] -209046152
[35,1] 1221
[35,3] -53983
[35,5] -982165
[35,7] 34594223
[35,9] -205238186
[35,11] 42920999
[35,13] -1362691093
[35,15] -1861074692
[35,17] 8446941973
[35,19] 4738854106
[35,21] -10320323272
[35,23] -5374910635
[35,25] 6362857107
[35,27] -2265965433
[35,29] 519717688
[35,31] 1088708017
[35,33] 126699544
[35,35] -3206050
[36,2] 8362
[36,4] -98716
[36,6] 487142
[36,8] -3190732
[36,10] 14905265
[36,12] 39019682
[36,14] -79813699
[36,16] -111087098
[36,18] 71323198
[36,20] 183479818
[36,22] 153517773
[36,24] -276822160
[36,26] -112513337
[36,28] 49423342
[36,30] 57464293
[36,32] 13339018
[36,34] 761719
[36,36] 4514
[37,1] -185
[37,3] 1221
[37,5] 16539
[37,7] -52170
[37,9] -153735
[37,11] 318681
[37,13] 386946
[37,15] -728049
[37,17] -261849
[37,19] 667776
[37,21] -50838
[37,23] -232804
[37,25] 85396
[37,27] 14430
[37,29] -15762
[37,31] 4218
[37,33] -555
[37,35] 37
[37,37] -1
[38,0] 1
