[14,0] 1
[13,1] -39725995010
[13,4] 925417376
[13,7] -3144596
[13,10] 3224
[13,13] -1
[12,2] 251870825522106514945
[12,5] 1098925385489683648
[12,8] 312168982677240
[12,11] 2563990000
[11,0] 5262585338995033221326389248000
[11,3] -3131754663682480378447554052
[11,6] 296758540606281690886144
[11,9] -1559971768985757192
[10,1] 10395050722790726705698145452032000
[10,4] 8090354824081200786915026706440
[10,7] 160372918751319189511474528
[10,10] 14537999097681556744
[9,2] 3007452476999979669804164540153856000
[9,5] -849076929439631208783010060485124
[9,8] 2535822629171430720938430016
[8,0] 91537611307702496719179485710123008000000
[8,3] -27376806368410346096244700720644096000
[8,6] 9807362717435557431216470585436678
[7,1] 252856004125668834728469385923526656000000
[7,4] 463828229138639140457905507922067456000
[7,7] -20610818801497065094382882378815500
[6,2] 6492942821634669237474770948991221760000000
[6,5] -339463812730477378803535035850014720000
[5,0] 2658551097838253705341260639403769856000000000
[5,3] -320959115882677250421848743901921280000000
[4,1] -29494653381774297781301112390719373312000000000
[4,4] 23026596009794293146662699994936508416000000
[3,2] -36342783455667316252830007514540015616000000000
[2,0] 52801843586884277419825606742991962112000000000000
[1,1] 4061680275914175186140431287922458624000000000000
