[38,0] 1
[37,1] -34780
[37,4] -8870232
[37,7] -72918268
[37,10] -154044616
[37,13] -141509016
[37,16] -70557520
[37,19] -21351664
[37,22] -4156136
[37,25] -533392
[37,28] -44992
[37,31] -2405
[37,34] -74
[37,37] -1
[36,2] 383051010
[36,5] -198475111696
[36,8] 1961028903068
[36,11] -576817537216
[36,14] -568315470534
[36,17] -128412254760
[36,20] -12432674436
[36,23] -357840024
[36,26] 33235028
[36,29] 3652936
[36,32] 151700
[36,35] 2664
[35,3] -1456131803274
[35,6] -289863675987072
[35,9] -945366249961624
[35,12] -193630096708112
[35,15] -123438574937740
[35,18] -24634209585768
[35,21] -1746780782762
[35,24] -36495048420
[35,27] -277883394
[35,30] -79636728
[35,33] -3164092
[34,1] -1108779000
[34,4] 1490989408839455
[34,7] 11841859306280848
[34,10] 45700707647022432
[34,13] -15802872538057528
[34,16] -5545789906479606
[34,19] -542262982060744
[34,22] -42836337248128
[34,25] -2098473345784
[34,28] 27417807155
[34,31] 2482916746
[34,34] -5738182
[33,2] -24809388962000
[33,5] -281599604797544172
[33,8] 833493716352518640
[33,11] -2045990369129835997
[33,14] -253194310854600194
[33,17] 36283967339782035
[33,20] 5046293513593104
[33,23] -42468917195006
[33,26] -20651967640756
[33,29] -1007806353794
[33,32] 3973076280
[32,3] -36232959498384000
[32,6] 18445984143068110415
[32,9] -46707580186421484832
[32,12] 19165238610518858552
[32,15] 6463169945042947832
[32,18] 674866482546125674
[32,21] 34946535642157276
[32,24] 2519245860722612
[32,27] 106823279079748
[32,30] -868151236336
[31,1] -1139347937500
[31,4] 1480232413285106000
[31,7] -514463876466027563310
[31,10] 679373268742772187568
[31,13] -18422233352315989298
[31,16] -29610644036174650484
[31,19] -4876798700399809114
[31,22] -339996214607184472
[31,25] -11172800198229625
[31,28] -227232387273398
[31,31] -1820570176320
[30,2] 30641076610437500
[30,5] 104186714544064830000
[30,8] 6826994840751169542793
[30,11] -4950149758739032987710
[30,14] -667556862220357029750
[30,17] -12176239578194270418
[30,20] 5285511426221677650
[30,23] 612439489670333380
[30,26] 17598837262051788
[30,29] -279035852447052
[29,3] -14771347655650375000
[29,6] -5838447523302685604000
[29,9] -54926339976930986417700
[29,12] 18597951997213624858848
[29,15] 4305082805675615957997
[29,18] 378692368302838335898
[29,21] 21027910307442167827
[29,24] 632296173610084684
[29,27] -1131564891288604
[28,1] -300868390625000
[28,4] 714073556984725500000
[28,7] 84921658592846523446000
[28,10] 289693013386408741119163
[28,13] -24065494332107524476420
[28,16] -11279223680347288800628
[28,19] -1065695017788429687796
[28,22] -52433205330102362958
[28,25] -2239961268170202378
[28,28] -71583352326164798
[27,2] -1126596752375000000
[27,5] -31968599517653687453125
[27,8] -618768719842379123463750
[27,11] -1067400538177447436413740
[27,14] -84463869922446691831726
[27,17] 6681572020769209265771
[27,20] 1032242117157709296888
[27,23] 36233254918168063326
[27,26] 123399944349946236
[26,3] -378183782633031250000
[26,6] 299456853289357164875000
[26,9] 2324743999651703107356000
[26,12] 2757747097211881582310890
[26,15] 435991872572452124914598
[26,18] 33224354474497426950298
[26,21] 1499174404752576623634
[26,24] 32536062688482415634
[25,1] -34548099609375000
[25,4] -30864985425893609375000
[25,7] -287847396129937332781250
[25,10] -3008186791513440559552500
[25,13] -4423576128995378137842032
[25,16] -800111303898780414196124
[25,19] -74244975414739960741996
[25,22] -4300825825820166438396
[25,25] -147197026901893651219
[24,2] -138748894173339843750
[24,5] -494520138387891003906250
[24,8] -10430575972193078589843750
[24,11] -10557983740305836478965750
[24,14] 1600077921434326261176275
[24,17] 453610535867298585785344
[24,20] 41140932746560125356504
[24,23] 1685290636033005858008
[23,3] -30136370834409179687500
[23,6] 12623378798912007484375000
[23,9] 67266918838681499343703125
[23,12] 54498984071556515614324750
[23,15] 10196282456826866629349974
[23,18] 1100709573843304821773390
[23,21] 60365294456647682571773
[22,1] -2153244628906250000
[22,4] -1353952613886622558593750
[22,7] -57833289133153614226562500
[22,10] -176237870005426387509812500
[22,13] -100013912987347551774515500
[22,16] -20405056025258368060031960
[22,19] -2431509531698437568353060
[22,22] -148578228351781493326980
[21,2] -3918831016845703125000
[21,5] 8858390463813973388671875
[21,8] -23781717926160684410156250
[21,11] 104399562824518894777671875
[21,14] 56701316983412323223168000
[21,17] 9734410014527878612854920
[21,20] 1115383835939623175464424
[20,3] -751776415581298828125000
[20,6] 164762324840362713378906250
[20,9] 739633531841481124800781250
[20,12] 519130538664022296098406250
[20,15] 137588696730413102721673750
[20,18] 18679298319852987134196624
[19,1] -81450134277343750000
[19,4] -16548552919334228515625000
[19,7] -1190624682714797146972656250
[19,10] -2081435581618026733976562500
[19,13] -1160077740855311886593687500
[19,16] -303938691462304696044132500
[19,19] -40038499378127275861690940
[18,2] -47426889175415039062500
[18,5] 154000656542758300781250000
[18,8] 1290408063042401770019531250
[18,11] 2016097885073650970484375000
[18,14] 642827074165001958695375000
[18,17] 139422979492452896933053000
[17,3] -6663439875648498535156250
[17,6] 1066483631657631713867187500
[17,9] 5133767164902873004638671875
[17,12] 2928075009282376218035156250
[17,15] 943207725885120040183953125
[16,1] -1981800079345703125000
[16,4] -163407658569824218750000000
[16,7] -10375861041479018310546875000
[16,10] -12801075520044522206542968750
[16,13] -8400050441055012574992187500
