[48,0] 1
[47,2] 121214990148264318257600727139894594496
[47,5] -46676764269019157920149452439007696360
[47,8] 3527049039159351013732286312667839280
[47,11] -98251159173975137233364469209830350
[47,14] 1329608205541880417927129849146912
[47,17] -10172133875738035464700547708412
[47,20] 48257308314176797593522501576
[47,23] -150599616455986493381678769
[47,26] 320994313731163914603200
[47,29] -477593293852817621960
[47,32] 500260875040658800
[47,35] -367046180160582
[47,38] 184518491168
[47,41] -60510620
[47,44] 11656
[47,47] -1
[46,1] 917902979189756359853754265534223412219743423268040297156709689911032724480
[46,4] 740407828125603746729160367143089818252158875206820923810836389959561676256
[46,7] 59935207055640171687130824995012159591681642048943413322669702111342933440
[46,10] 1210686683040843300936518256906747970632038180216329501421214807534516780
[46,13] 8523667796356359180618294623711169608359233116568469587317671831065600
[46,16] 24591616432399693302720660485714846315100764443984384125993750983112
[46,19] 31547765421506391038141675553927125776500971355742626796104359056
[46,22] 18588456153938038936763620386850121009413506696197653848477531
[46,25] 4998198723727450217324090691940044177729245093836666087424
[46,28] 585767825540776023276596561072612313079156655503941824
[46,31] 27164790832064028990955950778534943298042689786752
[46,34] 418230050356393542438528607641614834537402552
[46,37] 1551891645685120690703545411600260261888
[46,40] 735790237049162276054042735055904
[46,43] 9882021854379598357910336
[46,46] 9373199000684
[45,0] 1172062520285638625065055503880170632343617114867851885752712691582143791977016866524659923950368686131920896000
[45,3] -2522103196088656553157751421654184750599554787834553485333556946831475621923399678115065158527973188162395664
[45,6] 2199678948980479637301580152635260779912288483466629669450616783055068953817213892919728199948977757056992
[45,9] -1001979433614176285884566141211486974991789320008204799070462678577898066006896597058936410695068632932
[45,12] 256737959591703720352636348120486015161402418044812083784725161171314237189589552322521950356390080
[45,15] -37314432395278490763115322114005053830259258918858576734406523333882487679560154754334107121560
[45,18] 2979111042711245798985159996470450194770901144802813178226391945225917915290915256049567312
[45,21] -122242488979819043578376606076208945848327886394044073194702034353962359025043720161694
[45,24] 2327146425334050621030567537753884909134008272969561937854462769596005182748078720
[45,27] -17781579070535975844501039112707219613409851115022414280736031606906596392976
[45,30] 44546558050724524560524222812388611797905725522899416665341686915968480
[45,33] -27332810436485555268136450775571173782863777774198764289274698308
