[1,1] -1
[2,2] 782
[3,3] -135355
[4,1] 46
[4,4] 235290
[5,2] 135976
[5,5] 81860427
[6,3] 11947902
[6,6] 1368430448
[7,1] -759
[7,4] 241221930
[7,7] 10657993667
[8,2] 882832
[8,5] 2278735902
[8,8] 47570240682
[9,3] -649451
[9,6] 12136406918
[9,9] 132416817919
[10,1] 5428
[10,4] -168163120
[10,7] 39913879380
[10,10] 258403893470
[11,2] -1410728
[11,5] -1304176567
[11,8] 86929678658
[11,11] 383386983095
[12,3] 3397376
[12,6] -5043100060
[12,9] 136031794596
[12,12] 443710518134
[13,1] -16307
[13,4] 199779058
[13,7] -15860336573
[13,10] 173327563460
[13,13] 383386983095
[14,2] 154330
[14,5] 798513540
[14,8] -31397214072
[14,11] 173327563460
[14,14] 258403893470
[15,3] -13444558
[15,6] 1414221700
[15,9] -38064938452
[15,12] 136031794596
[15,15] 132416817919
[16,1] 18078
[16,4] -23198674
[16,7] 1631020850
[16,10] -31397214072
[16,13] 86929678658
[16,16] 47570240682
[17,2] 288512
[17,5] -73168543
[17,8] 1631020850
[17,11] -15860336573
[17,14] 39913879380
[17,17] 10657993667
[18,3] 1520852
[18,6] -70433268
[18,9] 1414221700
[18,12] -5043100060
[18,15] 12136406918
[18,18] 1368430448
[19,1] -6693
[19,4] 1914566
[19,7] -73168543
[19,10] 798513540
[19,13] -1304176567
[19,16] 2278735902
[19,19] 81860427
[20,2] -14536
[20,5] 1914566
[20,8] -23198674
[20,11] 199779058
[20,14] -168163120
[20,17] 241221930
[20,20] 235290
[21,3] -33534
[21,6] 1520852
[21,9] -13444558
[21,12] 3397376
[21,15] -649451
[21,18] 11947902
[21,21] -135355
[22,1] 368
[22,4] -14536
[22,7] 288512
[22,10] 154330
[22,13] -1410728
[22,16] 882832
[22,19] 135976
[22,22] 782
[23,2] 368
[23,5] -6693
[23,8] 18078
[23,11] -16307
[23,14] 5428
[23,17] -759
[23,20] 46
[23,23] -1
[24,0] 1
