[1,1] -1
[2,2] 1517
[3,3] -589662
[4,1] -41
[4,4] 44369872
[5,2] -499544
[5,5] 12377572
[6,3] -65306440
[6,6] -13170239309
[7,1] -656
[7,4] 846803914
[7,7] -121862176815
[8,2] 12693272
[8,5] 16246441798
[8,8] -190675678587
[9,3] 149870908
[9,6] -7936604438
[9,9] 3784436662922
[10,1] -5043
[10,4] 23275210378
[10,7] -1482737635493
[10,10] 35178012601801
[11,2] -71093262
[11,5] 456491913387
[11,8] -13456455211511
[11,11] 171534088881113
[12,3] -2673575068
[12,6] 4631021384198
[12,9] -60594737870014
[12,12] 637703861533407
[13,1] -17466
[13,4] -16434909696
[13,7] 29995502649805
[13,10] -161402206418663
[13,13] 1952224720694346
[14,2] 142105098
[14,5] 7323431521
[14,8] 135726720415328
[14,11] -266606231156292
[14,14] 4761688094780066
[15,3] 9768101006
[15,6] 1608459231852
[15,9] 475064988872961
[15,12] -90976572137235
[15,15] 9605712046708702
[16,1] -9389
[16,4] 135614669834
[16,7] 13749051443740
[16,10] 1330963718347390
[16,13] 838477702177547
[16,16] 16398635423009211
[17,2] -55492516
[17,5] 991743924692
[17,8] 67420282382234
[17,11] 3097950362433277
[17,14] 2974029432176415
[17,17] 21574622861679213
[18,3] 1012057940
[18,6] 5173553451484
[18,9] 247330225909047
[18,12] 6044109926284676
[18,15] 5955349593998187
[18,18] 25507481805898244
[19,1] 81590
[19,4] -72244359222
[19,7] 14407411241626
[19,10] 622537143251922
[19,13] 9610727815936773
[19,16] 8013054254786069
[19,19] 25169718396387600
[20,2] -34219666
[20,5] -439788041395
[20,8] 37673154904454
[20,11] 1414880000844931
[20,14] 13379591160355180
[20,17] 9213825919965616
[20,20] 22507826341689140
[21,3] -3180478773
[21,6] -900812729175
[21,9] 57402225744204
[21,12] 2198770380818215
[21,15] 14751693033921373
[21,18] 6189556169700358
[21,21] 22893032382119120
[22,1] 109757
[22,4] -32194624586
[22,7] -3103095935110
[22,10] 106685027378418
[22,13] 3447898027718636
[22,16] 14995933609052124
[22,19] 3137381252326913
[22,22] 22507826341689140
[23,2] 120205030
[23,5] 244110504791
[23,8] -7228247753003
[23,11] -34680822071870
[23,14] 3015144073119211
[23,17] 13630440917233838
[23,20] -3137381252326913
[23,23] 25169718396387600
[24,3] -4004776557
[24,6] 123785152132
[24,9] -8416036352735
[24,12] 50035771056720
[24,15] 3152036887391360
[24,18] 12940082839211043
[24,21] -6189556169700358
[24,24] 25507481805898244
[25,1] -107174
[25,4] 18333134174
[25,7] 554685639763
[25,10] -19718165891769
[25,13] -557109871661521
[25,16] 445402593182582
[25,19] 13630440917233838
[25,22] -9213825919965616
[25,25] 21574622861679213
[26,2] 51414574
[26,5] 36844654182
[26,8] 5583601089179
[26,11] -9459194530151
[26,14] -324086724077677
[26,17] -445402593182582
[26,20] 14995933609052124
[26,23] -8013054254786069
[26,26] 16398635423009211
[27,3] -1539274480
[27,6] -7546966842
[27,9] -9156205158394
[27,12] -14547811574960
[27,15] -979496471590634
[27,18] -3152036887391360
[27,21] 14751693033921373
[27,24] -5955349593998187
[27,27] 9605712046708702
[28,1] -132635
[28,4] 21924730525
[28,7] -202010227807
[28,10] 21337747517849
[28,13] -2617455445315
[28,16] -324086724077677
[28,19] -3015144073119211
[28,22] 13379591160355180
[28,25] -2974029432176415
[28,28] 4761688094780066
[29,2] 7546788
[29,5] -106564157595
[29,8] -166433668775
[29,11] -32859789410464
[29,14] 2617455445315
[29,17] -557109871661521
[29,20] -3447898027718636
[29,23] 9610727815936773
[29,26] -838477702177547
[29,29] 1952224720694346
[30,3] 246984287
[30,6] 240290880585
[30,9] -677018842577
[30,12] 30543867438263
[30,15] 14547811574960
[30,18] 50035771056720
[30,21] -2198770380818215
[30,24] 6044109926284676
[30,27] 90976572137235
[30,30] 637703861533407
[31,1] 27388
[31,4] -3105399122
[31,7] -409135385481
[31,10] 269433482883
[31,13] -32859789410464
[31,16] 9459194530151
[31,19] -34680822071870
[31,22] -1414880000844931
[31,25] 3097950362433277
[31,28] 266606231156292
[31,31] 171534088881113
[32,2] 3834525
[32,5] 12880835315
[32,8] 594569342439
[32,11] -269433482883
[32,14] 21337747517849
[32,17] 19718165891769
[32,20] 106685027378418
[32,23] -622537143251922
[32,26] 1330963718347390
[32,29] 161402206418663
[32,32] 35178012601801
[33,3] -34045867
[33,6] -24556360789
[33,9] -640350882282
[33,12] 677018842577
[33,15] -9156205158394
[33,18] 8416036352735
[33,21] 57402225744204
[33,24] -247330225909047
[33,27] 475064988872961
[33,30] 60594737870014
[33,33] 3784436662922
[34,1] 31283
[34,4] 182462915
[34,7] 29357561526
[34,10] 594569342439
[34,13] 166433668775
[34,16] 5583601089179
[34,19] 7228247753003
[34,22] 37673154904454
[34,25] -67420282382234
[34,28] 135726720415328
[34,31] 13456455211511
[34,34] -190675678587
[35,2] -346532
[35,5] -549042644
[35,8] -29357561526
[35,11] -409135385481
[35,14] 202010227807
[35,17] 554685639763
[35,20] 3103095935110
[35,23] 14407411241626
[35,26] -13749051443740
[35,29] 29995502649805
[35,32] 1482737635493
[35,35] -121862176815
[36,3] 2194484
[36,6] 813118601
[36,9] 24556360789
[36,12] 240290880585
[36,15] 7546966842
[36,18] 123785152132
[36,21] 900812729175
[36,24] 5173553451484
[36,27] -1608459231852
[36,30] 4631021384198
[36,33] 7936604438
[36,36] -13170239309
[37,1] 123
[37,4] -4873383
[37,7] -549042644
[37,10] -12880835315
[37,13] -106564157595
[37,16] -36844654182
[37,19] 244110504791
[37,22] 439788041395
[37,25] 991743924692
[37,28] -7323431521
[37,31] 456491913387
[37,34] -16246441798
[37,37] 12377572
[38,2] -287
[38,5] 4873383
[38,8] 182462915
[38,11] 3105399122
[38,14] 21924730525
[38,17] -18333134174
[38,20] -32194624586
[38,23] 72244359222
[38,26] 135614669834
[38,29] 16434909696
[38,32] 23275210378
[38,35] -846803914
[38,38] 44369872
[39,3] 14350
[39,6] -2194484
[39,9] -34045867
[39,12] -246984287
[39,15] -1539274480
[39,18] 4004776557
[39,21] -3180478773
[39,24] -1012057940
[39,27] 9768101006
[39,30] 2673575068
[39,33] 149870908
[39,36] 65306440
[39,39] -589662
[40,1] -246
[40,4] -287
[40,7] 346532
[40,10] 3834525
[40,13] -7546788
[40,16] 51414574
[40,19] -120205030
[40,22] -34219666
[40,25] 55492516
[40,28] 142105098
[40,31] 71093262
[40,34] 12693272
[40,37] 499544
[40,40] 1517
[41,2] 246
[41,5] 123
[41,8] -31283
[41,11] 27388
[41,14] 132635
[41,17] -107174
[41,20] -109757
[41,23] 81590
[41,26] 9389
[41,29] -17466
[41,32] 5043
[41,35] -656
[41,38] 41
[41,41] -1
[42,0] 1
