[1,1] -696198609130885597695136021593547814689632716312296141651066450089
[2,1] -7271407695367027353704754003310388286758386148150648590577805145374
[2,2] 2983817098923346059378518310656261608991575066200362546813009362676850700932
[3,1] -35953071382648079693317950349701364306749798176967095808968036552127
[3,2] -9635576271288349869795095839698085489419436331003992247865388937677961060202066
[3,3] -2079107365123849584645497639881271212034215843144293269903330557292319042068591810565
[4,1] -111907197169942115533147969932977160016330023307935313334095914761316
[4,2] 2338531357165484194277653721647704704711913827844232198723106681105106300202614432
[4,3] -6230963732581395713824575014653134871904599966046111166131585006947633282641920860804692
[4,4] 71078786470221949628536665443315625616703751950101587399046230173224425806872198139605193829
[5,1] -245947616589982134146559927785648149135460016645900385022253342034557
[5,2] -136469536895475933807951482289114789710266472716726944601183477394744188450302152406
[5,3] -1890010891780493974228819074172891059101018408738864183323619896923579176867359049557002663
[5,4] -32616112756808907676924637094318486205447674509624737378083924171037372374313582840904899364532
[5,5] -8302319774249886761821802677357806339158334776186131603990851450463368615031998113919033256159395
[6,1] -405761559406441881806111575439278715241380738280994371954398094496314
[6,2] 2987195722127375288820605547836354590102542841046939475462995701879719129426194459358
[6,3] -115566949500227203604303928423524838281302975962175456713291525884925140724292460393176284414
[6,4] 1279898169136671398335641062735922843075504604758141450754609202270283437359582257895301752964616
[6,5] -1605949990303660645937433646586154617070810243015438328231079953664609306527397190314814552987822
[6,6] 15359445696703483823168894791716554824505929456058716160296562830612505780018099861706458059205474007
[7,1] -521480548144350565993227801422130720738883142796844333000916433721983
[7,2] -30782320784998919178641867489432867220308249991074499257058482626278407297755299097674
[7,3] -2029374381697855426044228403601935408203969011446665271025126972445270698000633721560612093181
[7,4] -3713785196321121218542591673176439688082820007129141896014793214597506631493017822829567672234380
[7,5] -1908700160526504276658693656680382230040099636022934629012541075621484898344103307066928218228970105
[7,6] 200952218065422360158018747895855577357927532964767420472689949647178430605492632795130580958945882946
[7,7] 822559123309760736205673898358326829798428900770596497702331662339188319948931814374004369011145236563
[8,1] -534706548464412978409208781250463339025371637078976323586580333251872
[8,2] 171053826783581267245405551859778646607684701952913599674612645959468740693270440590892
[8,3] -12633460963954592771355615758502644530128157939677444690595449376780732783525013507738731430040
[8,4] -300185007295212139801292461082518933398961277029072953884417976448466551012218849823763448237762
[8,5] -10256991538305114789322875790618303530800281534558586827087965380076497342111040843202799201792325216
[8,6] 1485296868748509798850153621691507839680599007789741673726357724997565756183320757356510616830547985166
[8,7] -6399650380513487889842334708894435845146918874641875563324807569342034919408075405748153120474526440428
[8,8] -60589423228131390887968975997229625205079535597124669645171039356834904951582645208631200590817665703978
[9,1] -444329190126989148777634233928329374366101747304201795449372061121513
[9,2] -560824616093330702381551198731108625926226993696481737371903783114861085988090941286838
[9,3] -31727758974711072487108315501757423848943814043064540021825084485755350630191748486100435631587
[9,4] 55204752483823809002973462052398268208573028389886591757293641414237399593838822470876719477060108
[9,5] 26264855669909552878644494519659093582136278388317166880367391746429067154216339469507999295227262019
[9,6] 4088056805474593480457960431259600853968655989615080804849270518102129334804061988702016460608055170098
[9,7] -65381543043736542858724631621631023966249622336785712819401923902235172111633620129973678639209574445321
[9,8] 68139230744264402483602954804279770037178466976334855631800347002695622486453605562095311423003030740540
[9,9] 1629400981048345618718137778490747767987567543239853041082134383756756974111799722224948164216178433714499
[10,1] -302215858783788860275855889091108210193344509894338541327413126265886
[10,2] 1156987964244012121574123349373006754854041552637161795283371523373934446017677047708391
[10,3] -33588681716382757305054044247868703239813857622979391115506522942106906041550556576749473758526
[10,4] 308699216725581405216737472525435403897252872806739898961494033344684476608023702437933510016194490
[10,5] 166788103206192243038871972110262994572341292002650693397733948101492322140044725529328902826572752030
[10,6] 3889002469339447908983332299552417289959855439639714398653574122107980479920620033747996901112645509110
[10,7] -169798388293157892382363478701672545556492306516799872638615762043738442978143251088086259280311640257398
[10,8] 1390370926540315806992996526479058808365704181794374670143315753261985207652302322159042246234377373770034
[10,9] 703202294743774794198408881403065623043205252075086951102549866862736898603091497862918627407422573831978
[10,10] -22169472746544038834368343215160734100227185063811036388152006609104807104932296915018418974696463508795031
[11,1] -169168000832469134821356430052259150559860423325760674127513818044939
[11,2] -1577359483913140762179056361103172903412603051665457904733552783676819463267607127197742
[11,3] -12534112490476601975656276367382182080927293808829910451590635246419218252943864911577414458906
[11,4] 991702585039120142403134271028195306742542073819363761693065692352100079332513181681756534167817538
[11,5] 274216575241593132105689388767913184460799702672987993732392983668337014071642861270505401113934360712
[11,6] -2957342694239962873907617158748090682976072581045017608092906229606458179179943478600756183883185883258
[11,7] -186067021065435071052787278434414393725017515640590998047177556416573506586573228609272299801156251712023
[11,8] 3419287102010777760713751129037207783866430569376530330520786544858875495049378351761938827634406783270860
[11,9] -15006153788316824071818743464530339830234185414161706055383022693393530985936615422958802149030532889135047
[11,10] -21674465741778646584563617479768471163207321108315209819296845140710956851727917500389743445805032545141990
[11,11] 170243501637325900160589382623438142272849585757398700758990579314221333845134658491926477307276881309744203
[12,1] -78045333806066844560643465333634787877214052121908315213500885415004
