[1,1] -29512665430652752148753480226197736314359272517043832886063884637676943433478020332709411004889
[2,1] -439410796411940976436996261145610740680460279698208178525840060160967824454006080509229008295014
[2,2] 36344493755356779849828955213684087046907148492733760335426736589799379433535713396268150939480096737469820
[3,1] -3149110707618910331131806538210210308209965337837158612768520431153602741920376910316141226114267
[3,2] -1181395560847930738059278863025370195746120663280435491040654986342383620309114927262217960304058763184284818122
[3,3] -8602710771803621653748075161924536816307343631624151983026972582567679205080658155639576581540735121964287227057476953
[4,1] -14465797219966587298358873712831130364660164251354180355511400389332126851869926741885445879846556
[4,2] 1730982297754796621827200796755701280801109112290830998771476855159028682085209699284247278282094896278544913907548
[4,3] -403608202113694014075855817716511542617881130129772374817683553636760954879413843689965176298491689492092918130342191087860
[4,4] 183301591038581586224580598420884897419537660958401485317454323189145377694014544706985003423098892464257293722040285794863184382
[5,1] -47850782018464729209765561729498966027172178936338459757654277747849083240420003767465198246877727
[5,2] -485488044490752420812326429529268406533315502497631651635135117915115908360453867945618544471777915556559022500783450
[5,3] -1444103405337641473797988148475662148412515391024976357658776394978265735737762347212123350427654566330655305801728148333676425
[5,4] -2565227298659975258753599033225688389891950354644318215740952822813280923728103734031144466680296673702224097791475309607741641702476
[5,5] -60328884526246994176353182128066900373627671656474450426681000147074984725922724030649742985010693857412055905836676050134422764401962077
[6,1] -121398325865921611318657581909316976617146052606381065285555106422337604232379920982092981816051222
[6,2] 45404644717198574176251673171409125165241437851084981600625731958316798851422234981806143554427697916371807347802098809
[6,3] -901782348070634468482600595728321170788961666055273066753557265572250536343224758488198625185967319119767646447208390724600191534
[6,4] 3220944815396260375862657260379372182587910391406186034983975130002276278324792267911037746373104359409507075517591073666778060701744954
[6,5] -59484719380494347953312099322093250086980433645808997121711997866425666956189880660573437394918254417687336318339627675080767154450750897430
[6,6] 17931015231514871167490644961205960500027277989600343810142989295712170591996785307988716553270264358076352109604682314539504723619757980609554
[7,1] -245666202338278402630859006367926723185475353716989681012414800532686105247423508315829432498426041
[7,2] -1875706869220131252602518074598940283810248396519222308659642651796665193488973942546889947696804748339195603108220431250
[7,3] -151036962150692227366998426787825082450009371137390499590278770494376072832209255531531509800867100292481179252990512680916517986213
[7,4] -595771778912695434955401439338662296832030532177379384346968524032379235331191199272063364358152215937032689845937390076471619219724380880
[7,5] -4143836343259459047642331964267119356189155395737247953165443475966751191725926289566208066771649460612113131327929732885979720406940090880433
[7,6] 1858686734612697123535391382371169627951365452453829570867517484940791103619782125304400392343928180584427319135673404762439842215255605394415142
[7,7] -401380074443499410920322350921082166247124526267656049673294623133453469697178393114323629347697517049667468957821973195661191000430388607790337905
[8,1] -407159470466140893766147269878592714287205260623345586786638355524279610197776812169717902052618936
[8,2] 40398138778294184279049703344296172353967673638206743399335188392119516859010826612961337393196460848317098557248840993250
[8,3] -8755453946753852092117572578623342335820825106185455314946769298724814725264619737458190148201731415767363141183394787331634749627588
[8,4] 20266141210313791916902580450712105637747644937455572028392782243582132541596205012139897075675485048148583183907136816376162899120364126281
[8,5] -11026641702513318842170686036575353404989557478111233819185008679313379298115314146389480026798462644776283853277145365585186297607193534354204
[8,6] 174735716183085322365141676458153725614554925908533757331498423207733945352993780480961153168582867620734504961111578187480737292770217435105632790
[8,7] -12013449354090434290143967873283518503191884871949539410715662679426394283118798733628968139705789846164448975550176284718073795900879241962874644040
[8,8] 976721502051178043680926404270489344199255565631223935374932027562786616357636026433469306623210021601281370351719706522348104831983942571639394744208
[9,1] -563116265127852789154122360330717166731669655280925963679997936884822710655120412104246175619170940
