[1,1] -73786976294838206464
[4,4] 409865900730743313661952
[6,2] 24023425391492870438912
[7,7] -265293653317488700806922240
[9,5] 87445652239808691420790784
[10,10] 3223231495009263786980802560
[11,3] -1959741341821474315436032
[12,8] 1029847907126954741678997504
[13,1] 2413929400270585856
[13,13] -26307754955165449962311909376
[14,6] 129238261034033334766796800
[15,11] -16556780132495814405677645824
[16,4] 31825251832614431230001152
[16,16] 125069073372070126965873442816
[17,9] -5352978035433567764650917888
[18,2] 6973464860912930258944
[18,14] 101105354737621511723766775808
[19,7] -1007235283400134298567704576
[19,19] -75782019218777766079533940736
[20,12] 52280636348026485775471214592
[21,5] -94011975885083786910629888
[21,17] -69457204344523585299211616256
[22,10] 15123585507222478394566377472
[22,22] -65005086390888310001819975680
[23,3] 343090535084729028313088
[23,15] -50238832681663958582793601024
[24,8] 2207982838203761250413838336
[24,20] -51948796678922939362443264000
[25,1] -25636213113225216
[25,13] -25545017617804525574593445888
[25,25] 8948073905615498587653013504
[26,6] 137172720940780341625356288
[26,18] -24669086434894927499941117952
[27,11] -8240542299696050418550308864
[27,23] 10738763760402047860775845888
[28,4] -1218720783753792637108224
[28,16] -3856918105281556184563712000
[28,28] 17173384951170052679256547328
[29,9] -1342008875690053540176199680
[29,21] 12550645712986785123381805056
[30,2] 101734102608990175232
[30,14] 2491463450040845371917205504
[30,26] 15350535294988963322319159296
[31,7] -75171766479341611825233920
[31,19] 10089248051801553166218559488
[31,31] 5851267062596283342419562624
[32,12] 1591795533243578224912367616
[32,24] 10735210531857770486573432832
[33,5] 2315148333970229674639360
[33,17] 4912780288490911060664516608
[33,29] 5047735989189098718407651584
[34,10] 344526289273889126508134400
[34,22] 5504826213833591858278084608
[34,34] 994090735459639049108268924
[35,3] -4445430677969299308544
[35,15] 1223619726988751752271495168
[35,27] 3198456239108464313869358528
[36,8] 18488505544038482687557632
[36,20] 1797246106496343815371997184
[36,32] 848213925368894337683576663
[37,1] 96832185171968
[37,13] 51126992172959711270797312
[37,25] 1406737097808703363569447936
[37,37] 91426047853066927225305666
[38,6] -1511878935268117052391424
[38,18] 214965321235330388158074880
[38,30] 519733268717708770812867442
[39,11] -30782321482348914309857280
[39,23] 358177039313455093963288320
[39,35] 78870874831079667475119556
[40,4] 15105461118970630242304
[40,16] -74423516274470112165330944
[40,28] 214909153188654817532110381
[40,40] 4192720935344251142396618
[41,9] -2375742878826923486871552
[41,21] 3898022106895707441709568
[41,33] 49975878736069754904208727
[42,2] 138309017008078848
[42,14] -22625031852101690246250496
[42,26] 48270667737890870233951864
[42,38] 3747689281003164873613076
[43,7] 436032789526733128728576
[43,19] -30112739299721297320587840
[43,31] 21980267153260990055772624
[43,43] 34134193060361856794941
[44,12] 1291682796952507243782144
[44,24] -1835317708464741738504647
[44,36] 2620901008754338497698592
[45,5] -11200656673895296794624
[45,17] -6174689805730809157217024
[45,29] 5596516239272735843176380
[45,41] 40965132752998534625152
[46,10] 369578415119613851754496
[46,22] -4245626964939490627028398
[46,34] 1343951712361716762274923
[46,46] -3874605082922477126230
[47,3] 1947713087876890624
[47,15] 741295763126798567664512
[47,27] 60906595420245428776712
[47,39] 47876913883158817761924
[48,8] -46231391098495571853312
[48,20] -314813593074730373813194
[48,32] 438780787718833939299804
[48,44] -3096389572556194029000
[49,1] -94949081088
[49,13] 83755293224571783007744
[49,25] -470511551558145270634185
[49,37] 38487426955419743218302
[49,49] -70577505248391782939
[50,6] 2116859435223391956992
[50,18] 361237606940036472309068
[50,30] 52481767879719333046405
[50,42] -1470392133885319679972
[51,11] -44312877552102912755584
[51,23] -96479528214543893081516
[51,35] 18740769533122677080782
[51,47] -64687062375735105294
[52,4] 1273485119421333504
[52,16] 52469810446494490847519
[52,28] -18169803777946804727864
[52,40] -229890233593079816375
[52,52] 1819994553400758406
[53,9] 3746880262137395427072
[53,21] 11582746298856227619758
[53,33] 4667738826708800324522
[53,45] -46788558998763522676
[54,2] 8805399355392
[54,14] -7334802189576522827988
[54,26] -5523689417017014220276
[54,38] 148502793910553775544
[54,50] 1471276551275827103
[55,7] -69539746153987114752
[55,19] 1308676456633934109496
[55,31] 195033997241820187648
[55,43] -23790651576411468512
[55,55] -5981690936815869
[56,12] -217309531210458488129
[56,24] 315352245349733213814
[56,36] 94878407314036978776
[56,48] 760783388221556172
[57,5] 46241217073278720
[57,17] -692388711751608011806
[57,29] -117425237588306100120
[57,41] -7674603070780681836
[57,53] -3764575952231056
[58,10] 36681006387858008672
[58,22] 90229105253811975526
[58,34] 20535367087953634650
[58,46] 220077134250059002
[58,58] 11451218622260
[59,3] -2355186371264
[59,15] 58545004095896803548
[59,27] -9062739863689130733
[59,39] -1249843161264484320
[59,51] -1217126290483422
[60,8] 86957663591650394
[60,20] -11286960717406145472
[60,32] 1102000805380253952
[60,44] 32130379087229976
[60,56] 3658754746734
[61,1] 6157568
[61,13] -1086558533656048668
[61,25] 1663333089930470004
[61,37] -70009163095933955
[61,49] -229018788422794
[61,61] -14726756110
[62,6] 29324514740294
[62,18] 516811385552585927
[62,30] -90115006880051914
[62,42] 1996125806774658
[62,54] 459146537800
[63,11] 722519016769980
[63,23] -42727114387112796
[63,35] 2156149907009890
[63,47] -21375848492672
[63,59] 4854208826
[64,4] 2766515492
[64,16] 310909452983724
[64,28] 900355644164719
[64,40] -17734721532234
[64,52] 113066007517
[64,64] 355502
[65,9] -36799787051
[65,21] 7429935790546
[65,33] -4140129944281
[65,45] 78009755972
[65,57] -108787498
[66,2] 92728
[66,14] 2149755702
[66,26] 8243859828
[66,38] 1480426037
[66,50] 24774724
[66,62] 20837
[67,7] 96212
[67,19] -362202
[67,31] 90182
[67,43] -5829
[67,55] 134
[67,67] -1
[68,0] 1
