[1,1] -30903154382632612361920641803529
[2,1] -157949455733455574294261058106926
[2,2] 19712059900646124782825312702269565241
[3,1] -359773760281759919225816854576887
[3,2] -1697780181892723061027876026335033136902
[3,3] -1186353790059087648012128813455037304745431
[4,1] -480853898616070971033923239540884
[4,2] 20974232976092861844081210412885775811738
[4,3] -30326787116963887105717910131823283429799632
[4,4] 266065441506922989904839401602753366362590229
[5,1] -417559363631686942062425800338609
[5,2] -77001708481668923196742348965109886217618
[5,3] -99500980416812632401490390109860050975270981
[5,4] 612825279529024943168014956013680908281921056
[5,5] -2315121076494950778660586540224063920831069985
[6,1] -246079879074557686519663416066162
[6,2] 113065181177639517147579473021285123931717
[6,3] -60942560066019127764568174208571103304666322
[6,4] 2253697196281978683636865977370461028389712518
[6,5] -2379461072973410767945100580510225314038132626
[6,6] -20225945611039514351203621156855053863467228275
[7,1] -99555741019531995424704810120915
[7,2] -78713022092523262001204818896535622291370
[7,3] 1265726936438600956377496509978788403834441
[7,4] 3583389718004634697523328248028271446788731224
[7,5] 8446977709915275934057787044105863271800856269
[7,6] -14545923319801115262018925017913085935479028074
[7,7] -42271082992267743409856858867467914531504770175
[8,1] -27178997408345163335764912110000
[8,2] 29347647602073709455748159668473733184680
[8,3] 1992840947878324183235183620056730323559068
[8,4] 2238868097152940262419624982997376645335439022
[8,5] 12826456655174768329466960727376924613939545572
[8,6] 13344320432776399399298266097672892491921179008
[8,7] -20662697880136919739830757513809585895914407632
[8,8] -36736341014052085062041231072370570250450857774
[9,1] -4704194084713805444207493192291
[9,2] -6453466345432723260594367312214889044538
[9,3] 146514697376215325064876384133810625387793
[9,4] 515257850630006882604224043824738549499122952
[9,5] 5964908201391157452493700646090490897047872895
[9,6] 17387555925159273440661637184543673143066354274
[9,7] 11885915889189511537724185428504361250868755223
[9,8] -11570150211771027199076953063777214933466623112
[9,9] -14531882291304045229066489613765531431046341416
[10,1] -421894689337205760199191817482
[10,2] 900683766776422884189131580788200062882
[10,3] -75092263972701333790351046331597600482334
[10,4] 21671298568433738506418918809263379160197776
[10,5] 909954179953158351382156472404808064530043198
[10,6] 5545936580824318421388352895332888668357701484
[10,7] 11054835321617728626384410775580488027417165258
[10,8] 6115133328936313935247001200837708031728545228
[10,9] -2532061049330671119001095817126842748427497920
[10,10] -2543530666841904328600694065639906782502286460
[11,1] 1358647247437200145353998151
[11,2] -83949644428018932684094219664234457750
[11,3] -8439872044163019596062677984188557136277
[11,4] -4443409617461618533803034843094733544170984
[11,5] 42724495647017291630175405757358850588092301
[11,6] 474822843817714407737372893646806985144110950
[11,7] 2079177688501721754682715641841761451190678705
[11,8] 3371603617887495320528233069672717533483021792
[11,9] 1683675438886998197704337464457073822500151552
[11,10] -136721644031299657056756996834928409634094824
[11,11] -186347380655535388032926270994329430227797632
[12,1] 3750242046737670554169830076
[12,2] 5397600899028997716969213309167213076
[12,3] 3353997418258869615658939685346929050440
[12,4] -27758686046102800440306948285263916015051
[12,5] 5554697131657465503672079286925552512330112
[12,6] 30794287528710948665220042653658882309668436
[12,7] 42265027468290124548905625922858301652570180
[12,8] 252051061880264517362213276267781934559388162
[12,9] 434651410556738192080984465105434945859862304
[12,10] 204481731245495362019026295450415280539310008
[12,11] 3277993900768587579346990044353939984067432
[12,12] -7933773147314486736982950474008283211414034
[13,1] 193019707941692930948606067
[13,2] -243622578810325306073416692881608926
[13,3] -260598679578766003090948773797046510513
[13,4] 2181040757099325196409173296374238504672
[13,5] -483041339305511884085203460842075493066451
[13,6] 902330690797999563003116496308642346379638
[13,7] -5142765739863089219967951834011914653125823
[13,8] -29158278201459038497227053959261358939360016
[13,9] -18633760066705706424643275806864092910417700
[13,10] 11251171198209970958228563344685415187657120
[13,11] 8395330590841796283862729969834334170452132
[13,12] -121407181509947688123962594235331110521016
[13,13] -255620549596070491128842621391398395374208
[14,1] -11389065586169847464020122
[14,2] 7763711614551651455371845247808376
[14,3] 4290082336045784116618395192591486138
[14,4] 805591737014962380895368836935559796816
[14,5] -30049336205630977017239076960127465392546
[14,6] 551737015430563602388432996058941119394686
[14,7] 503625190831596460794567445381622102524002
[14,8] 11947722620413516021594851646413799401444
[14,9] -2258752928852365221327124657276132162122168
[14,10] -2624451419990641417208962843518555384891048
[14,11] -416710044378147072526983827580941303246560
[14,12] 280496201982846861480145809945699973304952
[14,13] 6946179140949024897462632567948402663928
[14,14] -4786101687378099033760462714844934400060
[15,1] -783069727189732141338963
