[1,1] -1310020508637620352391208095712502073964245732475093456566329
[2,1] -12517973749203927811738210692363908706769459221428670807189366
[2,2] 1573573652396206439060833716451710391214713924419117013831729554021858
[3,1] -56330881871417675152821948115637589180462566496429018632352147
[3,2] -3024325290367568075692335951530484342770199680692366170834893483765202786
[3,3] -292379025778213045864574869183623278125962769524567953023575486222315797268144
[4,1] -158652581792608354405925799712365259046289835710818425895598924
[4,2] 487124981567558721449417735763474472875516429560608522055132376448989631584
[4,3] -462526058901633380609888857678264394381908311079055407593734705281083118103196978
[4,4] 2197555833186032593516261406510438252032992270751485877690220064082777492095344935128
[5,1] -313480068167110372185133138407140581146135282228562486065960819
[5,2] -19718729279501891418856304039003675803443175116513556357796295940069402930890
[5,3] -78194084536705416853920171641922728244889984671729428101199127889703731480307289696
[5,4] -428963049163065840694516389097338777454807519825400301019450916083173912522363490487946
[5,5] -34710684267485186188376504374062560546779495444938377756728365856405744704024251056573299
[6,1] -461611544129203115228755401606496735767919793946935752554534990
[6,2] 305509519698275159929949370358944208787294747334788514232648172127715979483484
[6,3] -2723821506286703414263947006238922304655041134260400849402951900181334290247318709154
[6,4] 6403686267223047493773726692853942706543979485568296897236259919962551442355438097563928
[6,5] 306359487198945292826700124779179591473953620308350427833408785232238254442399761650054364
[6,6] 34501972085532187353228563752367527518876461713403156926854446544560947366949111770147353054
[7,1] -525206686952517716186362478586568650271991237748896646915078477
[7,2] -2248249459627389877051897828294752813899615844192993644049838884203098222638462
[7,3] -27397607931154457959650836099629885027839729778599932497257118619446880181303423682017
[7,4] 2622859709630793222700139237568628354528960924090205582681769262828149394239269142261456
[7,5] -3327603222607640186261051448766707857070122333040104715440144158243105927267676424455587770
[7,6] 220892267863113996849174336405179151118651629734709328403676679132004270153907468089825747316
[7,7] 748939878119936798871005889761871600323916500900313141615584781748620342622833450419249185755
[8,1] -472313972024860700168359057987049283737224741690396913053417224
[8,2] 8948199224330246705248591329533044568255350015170165418268596019640369242849148
[8,3] -97063410557417945925235094290605100167192848135175323424228710985700934622781190041092
[8,4] 32580672023822729814703146236139053249230793356205310457442373880432930993010010917720163
[8,5] -31943333827808555567393607977985318406443908285296375130540669981166684066859171549974561576
[8,6] 815325453471806596392951732070248815541118214490042920645780138570035854738759002147107235112
[8,7] 832479845629662993917841677186439681601966909386339730380053197003164383608148349370555662594
[8,8] -15559843796792519770123638798396065175558427654732313185797490280079116179432438487932463650392
[9,1] -340510527514229815772707244998947476465431740975105016660182174
[9,2] -21009084777766488166936099018022046453255490714615848197285664181050533562623196
[9,3] -134085175469338618156209878176287418093686789039995404474451535420452396901622207231620
[9,4] 272162352336964411199390605733742584032561375157226305287440150706624552139137617224204988
[9,5] -51385096281532104157587425024643739723284912904184801846121782278596884245832621260138518897
[9,6] 1607530058509466162904649522356235527569333362296668851416389662173337140701621249201603661174
[9,7] -3301591349421047040713510064386479272167821906929415968453542688962512065345975615657146015142
[9,8] -56775627080106861358487119295198216702314129078767218721882462278358859050864529075718800965174
[9,9] -132684403163431731583651655273149536243910330573578144361554345601063941945381121146585753264918
[10,1] -198376017550531351504572603820616328138826139156378346108343740
[10,2] 30989941184230862156586501121688640994031363522378620277105356589682630928839096
[10,3] -66856272864196330967177569344107762495162122905876061917033125518409254290006740215188
[10,4] 988898766959610651780851342849755196208171130238370586788272656652784159028268684823790056
[10,5] 7769776089312583860436052558636367944126729341025223187680796801410423236197076997047167866
[10,6] 2758946082864617217162105940614837630780862734394691003069188077901265357579210880797583726627
[10,7] -24461934674317799378256225096570193808441828343226035693064649882096777843629272476339500434534
[10,8] -100830093185222593003368542601294718342719524020426471554108664493965306001571323666536548371694
[10,9] -22321331484156542936580592916218083541784695784778516669146033555914056009227344852289172341694
[10,10] 975601657208518816350486773360295944606847320657940800531290700154028533723844488723850992580716
[11,1] -93650664223262910783222516405864373735772497147010514989648766
[11,2] -30159880994020136572923212478483671426090452696296095768502874222857599985902124
[11,3] -356769965470864938536155563795476873844576231193583901289989294395362348977334142577
[11,4] 2063599293540430080391017387070671396567341760598489143195306655639492312777682164648743186
[11,5] 83346349285354015563608029857253374533146667646034057882637628312347478839837442791876147544
[11,6] 2680561894130977508156640283295966031551131468668167696049918790284258621181666587161737741134
[11,7] -47520154870001889833180021657862267974713470411360964790572307440599022141498703288331424816509
[11,8] -61672173144163977760008367304942290489675202174597395728004146956488025569042347441325874547480
[11,9] 254806110037527746985513265172429544825615989427555495792337602999329046834564201125219770808955
[11,10] 2021642573701037808462098867424012051606053284573791843077258039992030296007288296994579154919750
[11,11] 6674185895568140444638536987399377347305957670752113311486760386979525397549809517055199704404909
[12,1] -35741000930046626821003618970106586861067898706943510458290936
[12,2] 20159274629354182382638736256319133820412616219169197382324934429375739700839076
[12,3] 5395227447974588700647536287973088692748486183103747854501201228501788040793151332690
[12,4] 2631144220031533735525183234530141485650222064516433046871166017514950855701748452412337936
[12,5] 64441087438105321874343332478448283241197533926762293319445376152097732131607127050043444786
[12,6] -439337957540615297022412221449247672631783509017485340067212628178918217429891392869980075994
[12,7] -61646457862765419847368490533830055214153252796297387429802867015762443102944671012581054711052
[12,8] 240869033354850980929448212286848831120449291952610978937947523655852036278112317858645160889304
[12,9] 713530714503385401801329354609934028884597938818323288334198685923801751694416089424279967982020
[12,10] 2162672322685538089651381905161999654530030831857339025661670882240046130633454859089955961373414
[12,11] 8892306787623928422867624840597884996715669278464443295108533934415283568772775918600604336302492
[12,12] 11066488314148566308555179999455250964178943652643472475913880850199442846101582827211867330001512
[13,1] -10933294631094575571996895146744295478309427258805708586488692
[13,2] -9576787741736456338758775251754489131419610072081133305376271095105753619827008
[13,3] -362925247074873090042573455417064065082607134500654704207224510166596026707221987855
[13,4] 2091089303620877062600728172552365147074086045333870194431453821436153194062490851599794170
[13,5] -18119223919289995211954747196930406441610639489433182884967883320286179710861789769708265588
[13,6] -3071884483334580727498286943526738276220058416332606952169329827370249248480814703724750890930
[13,7] -46833961369012634399651581429550825503866854617212649375031923759818063507441231256868722593189
[13,8] 450897253364811611308028385395032191054228506962530170918429643417665117594504685532262244427104
[13,9] 615055715652197360159708432518649833702967571610272714891512014658502363377359239768884615332335
[13,10] 5677602236535063435563589464566484026509846834816108773227979753123391619990951318368351097531182
[13,11] 12262264502555580901298856801520814875164302451015010150299918332242336479383101841426595462791205
[13,12] 11741004842801425743158684531859500031189165163419409696954486633312918901665765590343047321178284
[13,13] -40660629313884040378389149401268916784389402555375869855715518425594642777394860529630841582119088
[14,1] -2633976679252920112692354396678452866947692471044100724909792
[14,2] 3330862445393653672965164254399289016977908437874094371107553065038561570429505
[14,3] -146305354659608332770480584841676582521170468122388440105735424377415741193677548596
[14,4] 1024781809239201137654843106347443530425874187010833470734982462871041050195571373190624466
[14,5] -64815712785360765575628980256686833752680390080940174429256317578446901359745129738701568098
[14,6] -2238275811947537385134770912840884185247798464258472400660984542601252971166880762535667440072
[14,7] 5199204119367259652986270111406878251928374971872789078168099145473247289819612911697259961802
[14,8] 457587252922662954287716838740613349366217173705735565868945259045845659130726147078619673660326
[14,9] -825780404962652154039080987709417142819954224702746140752346671668618653855911955695649860507078
[14,10] 5461011761460841009803205528965854599777489020002600534779398407635370164740756279461052677885916
[14,11] 13978399552509288247590276709617154590314227532447204522958615466743996705985619139304029750813990
[14,12] 54336870999212113384329382416339801914878811607217414994910054530385305800166219019913801967963826
[14,13] -8521225940798576452677617776320059323542962781888245673684562447717890597901461023182050112139592
[14,14] -116540528744743833648970001080872615274114667790569874119653952183696289148981707746489393807496534
[15,1] -482840692358294564413813437156689418238552901946071124249240
[15,2] -870292667729737473774139983171628715437385196160956610125016790845592915814588
[15,3] 33676293750224267925355108692047321852127002492071595679057569756837959890755325978
[15,4] 292403363237787677400014075694244602386263147757752185102970065743969439475341728238477324
[15,5] -51485989978675382943362480232744974511439102186831982161514902596364791729207597497079774237
[15,6] -241362689969197534717480961490270999336016442886759364863944837609606922524689317745412837910
[15,7] 33303096418958885432917457378909000914428886714026923070378855017581389764173829446250181999780
[15,8] 306346912065810567760569809949589351633326521121331194836921536061093359185647763049855221927966
[15,9] -927868178208727679892058083113526965075577587112677498674224985613964496958978761143984032953980
[15,10] 2515698438927357698103793233128174795600455654644231869817419406407441400701250900218600389892370
[15,11] -2382949126472350378772908873884981171595988393290159335747101897075984159626752704206846233167181
[15,12] 43065483480127347647705385765243293074948828632305174377762866987567490797376810486735623991730652
[15,13] 85870591395991671560763776280233540700323003541091829536617417290888086420112575764452444802064140
[15,14] -33111845046278636147684908897563041354951052924313386109240191926968376153923687914455652522106080
[15,15] -106882350737547819140470661469944628921478416696254269909061794389057610165040263660020933051791508
[16,1] -62438004867619110565134003569124508299233459721419022699840
[16,2] 174632618698435996543828250774439037623914235250721069127788045389132773114870
[16,3] -7494678732116263517603070436391138713519797331658369802817187334692369143254421812
[16,4] 40369704217149351779497668734279877952837110876180485462919077917431031439420564656329312
[16,5] -20891796811036757072285438097920038380333468057341527444674583158312633243593067098276903304
[16,6] 585002432488272823680693589939034728345031503742186399388420932739980172020936035463361326634
[16,7] 19437296651972599703113647893111313007215975946666923382252599459615117688731252318517812268326
[16,8] 6979412085486455661988828371478599327972685013768896255524547709131076058127414110102233916666
[16,9] -583205425319257636068826375126457505303463384309112226093543956098476860827410856752605246941338
[16,10] 3141997266825452571664939788249079789908989215101552654983506431513040238987019826402053331352526
[16,11] -2470895888605962994203272150867497330769393327289059984605474060332240830280697209171970078971840
[16,12] -4170114885376979598472351859334903600061857683061720106710865411190893989752509343792408526692256
[16,13] 60520393020654925754720551644805647918142994945211707485492829186892322152154573266790315558212228
[16,14] 55485251837321184553119221728303426268696495183939483363408629933559762141750845654423338845086674
[16,15] -29631966591751918270953254094169765489634829848809589024545027710061742572811603359464832463252388
[16,16] -45444213221191370054296695733255263618397333583838504244292282864734633608380846547596641691587068
[17,1] -4470760862796517451339224161669093538681831856098530870267
[17,2] -27415968051678943504810472306406472170480974093107985189931785778178151713374
[17,3] 2146558240124509691312548926465117366692160465433427932069263735569610485854173333
[17,4] 328011278359476960523362462325848122455264500525740125715853955694966688136815842940960
[17,5] -4388315850805520035131324284612509742364136835633039132597533700921433990908019897498052482
[17,6] 427705750780089026921233781436405082415865514822742110381807774039950797252370283695282647496
[17,7] 3382047832937951672922574110633509491652632157383695249797028461855146401529266953674249208505
[17,8] -102479159164049498537522342654259390141786952389575781054448845476683815582190369206950165391546
[17,9] -522478455246780808194285031595754958679827698529741313380041304906273825578465018792864757300074
[17,10] 797617365068283336788813769856254587627014500555108753900135815086616491527544960280368019716518
[17,11] 2642618230153506952481329599733312256060889085185157050518968755357943159097920481469680492119005
[17,12] -6209370117532348804301412789319726121669582899181779333130871366383008150647595656172528501489236
[17,13] 6645532679783671065942855518741851213404183068605958502389882638683549345399291905626114986629622
[17,14] 32635402743108705324303634247314299728807859896595271418026070405659160520088529644191735456477084
[17,15] 18521789085142942346528389094164540238828219671836551075292778192517751611820632920257908073228246
[17,16] -12800554566550986200704404509320143069110478172397728906676090644524424117539677307464693435140404
[17,17] -15112521049427885295549862531636888163162709331356819966796960813080935169641971386445585547677188
[18,1] 108055602268850418150431512555630245857719633837186871982
[18,2] 3419501607334612545537621350155938891127628711364388608928406985728339555895
[18,3] -222253315833716146873851741676031968469545368743628374347966870359407126175534234
[18,4] -485776241236901504403007034133565697476667751266477606555921864292279037302708670048842
[18,5] -384478840925313172596058619237964087970261686908955010478283447677591063604939522192544344
[18,6] 142475674380314425351647036519636388180685193161449280210937413761066370343950912629260600708
[18,7] -1243948145563624239406009220178996978490177118088144141916757880069745527030106804698870795432
[18,8] -41075528845640402426203346264984432468487132839361124461553287732664131642154173905032010671110
[18,9] -21106666985487821069635034922993782801273122858257557494734660276792032539445748871931711126802
[18,10] -122356771736956857672596041063889483383555486335400985912785213922455193854223400070499924023608
[18,11] -746023458827515671534469264058707175586068901148995687077030435213790799309308041252895387618918
[18,12] -499987092633591036446528923371046159752702471128245305280890191429000341130746873680670886625654
[18,13] -498773532935486622733824234183087203605864000194337367671665549752900176916216062388453095902060
[18,14] 6356948024913797779870831858674047826070840820155733296654583829088823330616946499923043975170227
[18,15] 10190744600787127707607366024545094581899415657421467892202920007223481583194759097448969282004872
[18,16] 4302343098764345873217240354553903741658235010334568052147677979758930881126788589628425951472660
[18,17] -2163774218980049350643927868382372891549891916357223234191025820004585293044515721321729808215924
[18,18] -2381737091709619177532983037025008783258947799991132277673116521577928865700765002958003036124040
[19,1] 63384170944885669875626862654489088647779393959347670539
[19,2] -343076639228440886624730874703183394296162678950156922065996037912126754246
[19,3] -59469250044831844102977543436945450304993964885694670262612764652239398311732663
[19,4] -22597931601156354745678791959888436050037991708582378296233922320738653539493437341460
[19,5] 8820607615260452807527829824795804848216092249271604488913671884624530960649455301715732
[19,6] 28697712434411523640034762917386335153160455872793102485018395643046495914880252386310743248
[19,7] -952663517778504921875231067843088199733884529789721440415354248630699819764597810523299355492
[19,8] -6259118192627774794998868573251277466317377262851455629291601336220849781318085228069917210932
[19,9] 117118746680984880941042737039620840700294065619351958807991797335054376509109659810777587147051
[19,10] 430149594691994431509749519213586744500312162727904063717176740282931300564671839382534530495410
[19,11] -414884214012568371963091661981283135483444132068229721330035934139473943567843403782258985370431
[19,12] -1196300498468084327884439111533067655632693150546732631714619548856466814565920595336650187857288
[19,13] 73017721778827206809580384466878826674893251820181621189625783807341366694095410573800189797336
[19,14] 1338275007469474144146387713025317642922046037623713442028114573888169392066884652006545450702176
[19,15] 1804558076280907039853706773349382098125452231321896793899287044404069416849713457254854036691044
[19,16] 2493377006765975788958082536998980364825885049159745661281394230738188214966045687972308759514768
[19,17] 1056398447777326786285139415671920888719897930815306335926991978191936502545918421979600314813026
[19,18] -406806200516082294994034564700552319487751020554797289336657804092574295941829788022953624032132
[19,19] -276354069589918791299138727731631036741896830961915196699727250501581961746141092686378122254612
[20,1] 5632053044294573514832561420137633256241270826675134244
[20,2] 27959849254830146430280117867266459025182503246801653188487468629545656500
[20,3] 20116410588328950573978234593374386558269220622596383388328817367106023355257852
[20,4] 2654447707851356886939729187473751402931444150964302748152619384312871504829765358618
[20,5] 8883758601548232023887291415178459109266495444043614468495896321070241460889570718119108
[20,6] 5184255631875758869530184207091218019865397680106370218285489371853725365798014151579646222
[20,7] -210247176546126789027585566953125993200187869752171903541579520761377070379701907488437731204
[20,8] 529230906205128481734601754332681276517345464059617859645256114035676412765998960719479606439
[20,9] 19569559829249417387857067901862983631021161673193335477430551386510295075866599063196804385608
[20,10] 100224367241441810731686019772889821780003082259954515577309322873721601747490737475582926696638
[20,11] 145137914951979543221987026879218929809095425819048281024059560643054022687347654359332711464744
[20,12] -37979688440976055670198767714106007290314178089379100404064038884655181422842313453361183049206
[20,13] -8005207738868148554854315754422122626155149131874649496516005542711886438815495280215921639744
