[18,0] 1
[17,2] 37788798625392
[17,5] -811485068362
[17,8] 3733622688
[17,11] -6203300
[17,14] 4216
[17,17] -1
[16,1] 1810358280837444986131080960
[16,4] 59357991930549895938623928
[16,7] 133310632946041883896336
[16,10] 37276811940446698125
[16,13] 871812735603712
[16,16] 77022648
[15,0] 14923676060461817600380995991658397696000
[15,3] -11615518306620126771306104254152311814
[15,6] 2153843341820167907436574387023808
[15,9] -72919159515149793124477999560
[15,12] 162821825310189001937952
[15,15] -2094125752483652
[14,2] 78782152426181712167247035657336650834483200
[14,5] 49429541539976201901344100090802553012400
[14,8] 1944980125957087251908360909458025336
[14,11] 2923265525432143841783277876064
[14,14] 24072564884175593777816
[13,1] -12573716113658167409558072258960268771624222720000
[13,4] 15675950526438673949468451471895846754206944000
[13,7] -2146410822609943014230879677278360836180448
[13,10] 7298108711012528871932415673228232688
[13,13] -111093566360887859584820657626
[12,0] 367424180219313125835753436424699754428334342144000000
[12,3] -266757533253296731982105660613652593033757261824000
[12,6] 85296420638899335030982457622178998826905784335
[12,9] 2077124962176715735885954711260852525486144
[12,12] 166979833852201452809485416820810384
[11,2] 2233393025857741551873761563848827932666073029017600000
[11,5] -731443180364970087032630245372708279632589868851200
[11,8] 19688160278144381957015882125447645834281097440
[11,11] -55830836158724073321467934848998285676124
[10,1] -328089956283176604839023827542983153161429476966400000000
[10,4] 3436241782205232302634667048957887118176261020712960000
[10,7] -327176136981363378936581061251713018048904464396800
[10,10] 2550459298992062742017080527510658727646036048
[9,0] -363299799803406415238234259440206899137613209272320000000000
[9,3] -1819305907251871516472008795201782246746190759591936000000
[9,6] 1055723931846299253244731074571061996853358182105088000
[9,9] -23510115909860658131335445427460240106058428487700
[8,2] 1999309211713044122484319028419069730950694180801740800000000
[8,5] -855689915106539885530252838854240856527745267741491200000
[8,8] 80797615508971360132758615528197699079937926073651200
[7,1] -322180496704796451383077677336234358205888321122467840000000000
[7,4] 201085108038299828159811163483471266723091714230190080000000
[7,7] -115005268701418043090495549510584157753933635383459840000
[6,0] 110435906540395590439728400091584740929517223963262976000000000000
[6,3] -127758077171740432317129823234713183211211283304022016000000000
[6,6] 77050847815481117397998283004765297727365364230127616000000
[5,2] 14863345297880785748455113945391599292430213506400256000000000000
[5,5] -22834499389670302373668240208713044860107362712682496000000000
[4,1] -4580940933888950653427369705582525892127640243341885440000000000000
[4,4] 7176075187690473019992549606638430541195542420541931520000000000
[3,0] 106110003377820534797452421571371781575278631527120896000000000000000
[3,3] -912447430005350061101537348868315948996732148487553024000000000000
[2,2] 122902581711144131995772329618278901054616523352571904000000000000000
[1,1] -4766928771244977183505142936939266621260121027809116160000000000000000
[0,0] 54198575106762219309306750175869557905848927491457024000000000000000000
