[1,1] -4194304
[2,2] 24117248
[3,3] -18087936
[4,4] -75366400
[5,5] 16580608
[6,6] 171741184
[7,7] 99954688
[8,8] -126851072
[9,9] -193438464
[10,10] -67040768
[11,11] 41622272
[12,12] 44349382
[13,1] 47104
[13,13] 10405568
[14,2] 918528
[14,14] -4190048
[15,3] 4813440
[15,15] -3022476
[16,4] 10898688
[16,16] -495512
[17,5] 12803456
[17,17] 97612
[18,6] 8446244
[18,18] 41929
[19,7] 3200864
[19,19] 1012
[20,8] 681168
[20,20] -1150
[21,9] 75210
[21,21] -69
[22,10] 3588
[22,22] 23
[23,11] 46
[23,23] -1
[24,0] 1
