[62,0] 1
[61,1] -8320792768451314209872
[61,2] -106171164881712493689714596712
[61,3] -7133873754779802494866652840451516
[61,4] -30984433131107206786629611267964433528
[61,5] -23190509401978552525483513196402625779844
[61,6] -4958283463242240110740330868692014622124232
[61,7] -409241852352308491223653760005499340767382948
[61,8] -15869932504292427117025584707396455209914178936
[61,9] -331419330378872532784064557065095340805035597249
[61,10] -4116071352858213482204781816915619170170546697708
[61,11] -32760228727512050184727996922556340515465030869754
[61,12] -177051960805208535545530623846000762724740288657732
[61,13] -680210834222140995648817105337527000127763967481629
[61,14] -1927639642142907123041733592853839110815147255867736
[61,15] -4153323486102895962410141134456711928717068437135432
[61,16] -6976956474533993037466709475064151953951517565732536
[61,17] -9332461030388342166519994953016361467935542425983258
[61,18] -10119261880902492353459440854632427571023520840735872
[61,19] -9031451721479294968130189819509675329054675092678380
[61,20] -6722519169632194740661297303232239307528825859929424
[61,21] -4221017422746740203621614096503683785594021390958692
[61,22] -2257968665655593539000835797675068363003142636145632
[61,23] -1038003823859367513824976957784043902732997550342684
[61,24] -413203634145464403045791562006992178736721950921776
[61,25] -143390725468772713078558981755394158646398408116722
[61,26] -43634869650834669950390165164284327927045815159256
[61,27] -11704837110271484754289001282633699970820328039184
[61,28] -2780446030744179786102142016487393559888350337560
[61,29] -587277837063466128154983632052864830044213482084
[61,30] -110688892583370027727872298534456556588096250216
[61,31] -18674788396328174297721439782730155191989044528
[61,32] -2828027979778115297765911282847262095940818856
[61,33] -385311483856829982893824171744857590999916864
[61,34] -47327536351119490274148538863311293229582440
[61,35] -5249537938919692790880916508620798721911128
[61,36] -526537718348216303597450257891690440313224
[61,37] -47808367432329172049353104437760362496718
[61,38] -3932605231525983329801896860825545035584
[61,39] -293201680971974642682027161799279890532
[61,40] -19817093335124294184084079634951750896
[61,41] -1214073254975087251152020719074605193
[61,42] -67388439328348584368099421236970948
[61,43] -3386231380839068797291898835032194
[61,44] -153862332038448484418130980269692
[61,45] -6311725524376688565519097545831
[61,46] -233281194312420373320792589048
[61,47] -7748439945755251389374703924
[61,48] -230553909240397793953562088
[61,49] -6121515168698433706046817
[61,50] -144342771648239191980924
[61,51] -3004886310110200941162
[61,52] -54828209643358046804
[61,53] -868933839231705069
[61,54] -11824669392049608
[61,55] -136132107926840
[61,56] -1299923539560
[61,57] -10017996267
[61,58] -59863204
[61,59] -260226
[61,60] -732
[61,61] -1
[60,1] -77398779198768407899801941003048
[60,2] 18151210798712426053201837396925622466869904
[60,3] -1038251833319787834537097040289200727946477374802008
[60,4] 1200054820751504605624134406217787693114037271729910714468
[60,5] -99931115257322421555347397231277427827384362701588351010668120
[60,6] 1262490943729866308261536353355306065360730349323641866012420805522
[60,7] -3733032145083062264078569916781275742289907919215274516322875444022920
[60,8] 3429223190242309478459337062950687036662262357592382338229751497326674428
[60,9] -1191020755978693060162371190696131172705126202885748142463517809884332908172
[60,10] 180329034942582201460984284767483876452790192217222073794284499061529828864142
[60,11] -13242092484484686151926781874072024956266312240044213205757687207997224988001288
[60,12] 511849563828389515895679844440796404533414508303455132965252578112128833492564400
[60,13] -11101299805608670964427946347414336657564820809806709557847167752531456212765370452
[60,14] 142080357182630153280943559731302290772887061948936580319788496746867720213792990986
[60,15] -1116644276421690940029301461335233977458172403858042368211707641325305652732638635992
[60,16] 5559711492284047125419784545193767098322336608821335914378576328475150949605098154468
[60,17] -17956826274419867007235032512695878714698825053542722237152307582899191314645009939264
[60,18] 38254561315696439201871672228636342849582643577380989206434760190330896910754907431920
[60,19] -54257765345283048877392680552665294632805755321409811184236468807498569402204670064792
[60,20] 51254967390025681545752859627999246167537922621171254797836331207125069115801994959756
[60,21] -31837816000208071280451586471665529265329186133021213512907376797784024959623488170328
[60,22] 12522538701730579275706830377899584845187629330586056720247823030847020623539537209014
[60,23] -2810267114071745764918776537900876636277849842821938271890949941572065360636016771592
[60,24] 226876032260720446617758186895957721274931907696959915572632181339683336411500868644
[60,25] 36889095674310150300519566961472711726185979730903773540494234594330403142085918048
[60,26] -8011011820415346494040172327513901067264520049824953774809561508762138560972038536
[60,27] -124040080323167368064433246606838839800230426922212441726175159876850435295900008
[60,28] 104102000148580056639471455245866402410789506095552158610634329916571949606066828
[60,29] 229140184761523433763422948774364287088914013088868728400995830072904652460360
[60,30] -842599764646535781029570758539691406519252109515600775307538327626969118219862
[60,31] -12984794566004743314954291323361770762767175035845088222514801422741824811992
[60,32] 4213576420246907787024526730755181370678400629302218456276809613524821609716
[60,33] 158181128911057129292833686414752970062781002791181005750322962252706188008
[60,34] -10565282279058758029986065007383938704889338485110288292032831141465034637
[60,35] -746121231462715851322855169467160269570733619547837392894648109111185216
[60,36] 3617187506643182831555229091200447638446129367526778544956594496849400
[60,37] 1511165974928462074103509268110553366588036325926645559925215063077256
[60,38] 34716665308815071898776925592745758461564805471962665960220624427832
[60,39] -1002205149539819575886802419367712128771563400277962989246961510912
[60,40] -58721352409939772366085041466490125263490505878638097162296299728
[60,41] -481255370976278383682760952912186079916629908926962993267382436
[60,42] 28336038294508867402591602785034547750236300881666796501928278
[60,43] 765328213066462497659251226544174940828143345362070344543136
[60,44] 983131802360777810314329876910638191293946529293764283956
