[1,1] -205891132094649
[2,1] -503289434009142
[2,2] 219508754625616896
[3,1] -475328909897523
[3,2] -1056512221781767146
[3,3] -6907485859632975375
[4,1] -214939337615244
[4,2] 824241015691894548
[4,3] -219784748849495280
[4,4] 5827798475427803094
[5,1] -45552513676131
[5,2] -182902688469798066
[5,3] -353678324577058899
[5,4] 1557189409768778808
[5,5] -261258407233664148
[6,1] -3156443864046
[6,2] 16958511561424257
[6,3] 58071357387457722
[6,4] 58876982365511178
[6,5] -148492333686783636
[6,6] 25172642783090022
[7,1] 173931604803
[7,2] -746065056462858
[7,3] 488477859861123
[7,4] -11814729002311752
[7,5] 1791493910370252
[7,6] 5499716062473468
[7,7] -358379159442612
[8,1] 15531776568
[8,2] 17527052648754
[8,3] -147221270908668
[8,4] 151588847803833
[8,5] 437582555641176
[8,6] 80764036166682
[8,7] -79113418166376
[8,8] 10966030990134
[9,1] -397373526
[9,2] -148424740200
[9,3] 1465715083360
[9,4] 5452639663284
[9,5] 670065651387
[9,6] -2950330609534
[9,7] -665508164739
[9,8] 15317177040
[9,9] -17829428375
[10,1] -5126220
[10,2] 847555995
[10,3] 5497212600
[10,4] 24042596226
[10,5] 37904031726
[10,6] 31910431377
[10,7] 12746802838
[10,8] 2127510132
[10,9] 101001582
[10,10] 777216
[11,1] 57882
[11,2] 189860
[11,3] -545094
[11,4] -789096
[11,5] 327283
[11,6] 219978
[11,7] -117579
[11,8] 20548
[11,9] -1683
[11,10] 66
[11,11] -1
[12,0] 1
