[1,1] -288230376151711744
[2,2] 17005592192950992896
[3,3] -410259911654942703616
[4,4] 5171294300925190995968
[5,5] -35723634234113250033664
[6,6] 124188784092773930237952
[7,7] -112621539595920781344768
[8,8] -499636701999670786785280
[9,9] 1193292483085803645304832
[10,10] 562798798387937959477248
[11,11] -4078798355730201856442368
[12,12] 803678078444697303384064
[13,1] 8303511812964352
[13,13] 8891962115002019006644224
[14,2] 23369196058611548160
[14,14] -3581682173733020211609600
[15,3] 1581412128290873802752
[15,15] -13898613535828726698213376
[16,4] 14244448114701070499840
[16,16] 7684535311114057258369024
[17,5] 20486536247741566156800
[17,17] 20705222192144023134666752
[18,6] -16008838521398176514048
[18,18] -4792218857866629832769536
[19,7] 48222281755571643219968
[19,19] -18984786471921149064249344
[20,8] 289989654395145798287360
[20,20] 4815779706126017237090304
[21,9] 259468659791053893664768
[21,21] 19961990752611385920716800
[22,10] 3753979546320441966592
[22,22] 3673480943006006889152512
[23,11] 435353143424408440799232
[23,23] -10556908170899900069838848
[24,12] 1085304534491924013252608
[24,24] -4817315117385510981435392
[25,1] -71966472011776
[25,13] 662114257050761529655296
[25,25] 3101941652177897991811072
[26,2] 447298991084797952
[26,14] 358650740937945181585408
[26,26] 1966433041015378281723904
[27,3] -44459939061496283136
[27,15] 1702454894396533016363008
[27,27] -1188734785145682110936960
[28,4] -273626570377847111680
[28,16] 2662045827196952651759616
[28,28] -1023183968730671141370368
[29,5] -1561618943007516524544
[29,17] 1084532264403906580709376
[29,29] 205787262490791748726528
[30,6] -7203090649911759208448
[30,18] -1119831815116594514141184
[30,30] 381016224832275521794780
[31,7] -17303199803954840993792
[31,19] -1310890128797041928192000
[31,31] 51446815622697937181632
[32,8] -7783373615724379504640
[32,20] -112309596538530391220224
[32,32] -63948998045666946335648
[33,9] 63261906204044098535424
[33,21] 517239355525953473153536
[33,33] -18573981017901282983390
[34,10] 174844093612531253772288
[34,22] 258660087604413449676800
[34,34] 7681379066466321412984
[35,11] 203814249923187690176512
[35,23] -71939169540976303043584
[35,35] 3029239894704978507628
[36,12] 68134796817264293298176
[36,24] -102527922670904354761902
[36,36] -1176102323580447016952
[37,1] 186587807744
[37,13] -127145611319832557395968
[37,25] -17984792385244075760896
[37,37] -644342539727777103872
[38,2] 594704897933312
[38,14] -203462736758411914596352
[38,26] 16166255475275840604800
[38,38] 56052870834442243792
[39,3] 83474991709945856
[39,15] -127620531604497976238848
[39,27] 8081864930093023018024
[39,39] 76148951540418189700
[40,4] 2176675742406148096
[40,16] -15374499801579036312576
[40,28] -438709361478634340704
[40,40] 4592685419202821004
[41,5] 20120095403070193664
[41,17] 36224843441900523587072
[41,29] -1280166141403361258000
[41,41] -4526325815182006136
[42,6] 92766216396757049344
[42,18] 29431213591086199804728
[42,30] -273396439237449832554
[42,42] -285638502709068646
[43,7] 256954191624148762624
[43,19] 9056210860475130896768
[43,31] 66194596216058751264
[43,43] 308531853439569818
[44,8] 475495487393776689152
[44,20] -960906237598689769536
[44,32] 40619595751906626156
[44,44] 28627124842681204
[45,9] 626578993146979296768
[45,21] -1994070806320280878732
[45,33] 6494350030504352632
[45,45] -12944092541773549
[46,10] 611578570656562190336
[46,22] -794776315462546541392
[46,34] 342036000192589933
[46,46] -833925365873850
[47,11] 452897622217236026368
[47,23] -124165636054523981832
[47,35] 157860340368929274
[47,47] 517580315645436
[48,12] 257775187018395062701
[48,24] 16634471879214915356
[48,36] 64689191251511813
[48,48] 11695055268424
[49,1] -72136704
[49,13] 113224405554309006592
[49,25] 12439834590038311168
[49,37] 6487267366415388
[49,49] -14838581976547
[50,2] 16558756864
[50,14] 38223660666035136896
[50,26] 2667909143257618008
[50,38] 13984663584532
[50,50] 511862525298
[51,3] -407010505024
[51,15] 9790296767921551512
[51,27] 241325020614792246
[51,39] 241649020268632
[51,51] 271323297758
[52,4] 2464360227072
[52,16] 1857404247631940192
[52,28] -7422803512310390
[52,40] 67518477885785
[52,52] -28401058330
[53,5] -5035485109632
[53,17] 250931827757957776
[53,29] -4125404311169348
[53,41] 2806906224902
[53,53] -1600448337
[54,6] 3973754820698
[54,18] 22648002049989514
[54,30] -429337659472928
[54,42] -232959261068
[54,54] 441207192
[55,7] -1258871277408
[55,19] 1228033166691296
[55,31] -23269935593121
[55,43] 74529584700
[55,55] -31728961
[56,8] 154022514192
[56,20] 33213436010836
[56,32] -1019338408030
[56,44] 12955250090
[56,56] 1148258
[57,9] -6359539141
[57,21] 318431822624
[57,33] -41406544914
[57,45] 359571488
[57,57] -22774
[58,10] 64682644
[58,22] 567154787
[58,34] 104144912
[58,46] 1328385
[58,58] 236
[59,11] -70446
[59,23] 44486
[59,35] -4189
[59,47] 118
[59,59] -1
[60,0] 1
