[32,0] 1
[31,1] -602088464920172
[31,2] -9101041070693229936
[31,3] -3473311628339390912781
[31,4] -192764081528660139497212
[31,5] -3089423600435759494397310
[31,6] -20344598464609443419760180
[31,7] -67825196488983670158246265
[31,8] -131004652584931251225611904
[31,9] -160821094962560563051456104
[31,10] -134084715713861890245334944
[31,11] -79749515953521550118647917
[31,12] -35120555263868305054492236
[31,13] -11785554895842251916400258
[31,14] -3081878361653468746594644
[31,15] -639100234241668180210767
[31,16] -106548856042772205506696
[31,17] -14431827676530661826112
[31,18] -1600609185870622215432
[31,19] -146151297372253268144
[31,20] -11022226363925759880
[31,21] -687274162744471320
[31,22] -35386244273876200
[31,23] -1498723821075906
[31,24] -51856593781056
[31,25] -1450098050756
[31,26] -32246717328
[31,27] -556654197
[31,28] -7187164
[31,29] -65286
[31,30] -372
[31,31] -1
[30,1] -6634658940535364623344
[30,2] 78721367222605160097311946850
[30,3] -2500961881075252677371426889246228
[30,4] 4269983182249854275567689963934588196
[30,5] -1028031981561061044345761176737731834504
[30,6] 58100813468653691586323003902103196720234
[30,7] -1037007211574741276225069278298104785484692
[30,8] 7029174836812391291173803520615422679807680
[30,9] -20301385313113413940011680038546926482455776
[30,10] 26599610781999499647868902747345124255464324
[30,11] -15912857005325859501494183122754793754213764
[30,12] 3908104952831145024144350355595976024079036
[30,13] -161741420010675721503273563686050523631688
[30,14] -53754745932869965700046287185791385955427
[30,15] 2267946113919603072917782466932149080844
[30,16] 400585060423920456562881171812191967340
[30,17] -1045499620158151951454385995923214120
[30,18] -1277024791398121525605787594203565104
[30,19] -33338637598750713717649834009538856
[30,20] 938344939103539902826345231103612
[30,21] 52737231266725713227083608282360
[30,22] 441686074774850716787099810313
[30,23] -13797454243103292387263975640
[30,24] -272214639765574588725417288
[30,25] -393573991500219267374016
[30,26] 18442831411353403404170
[30,27] 66424733811742568796
[30,28] -186314829932304900
[30,29] -110256862794904
[30,30] 25489287108
[29,1] -1845860205076314246079247421
[29,2] -1823201211303859201803770202260500212
[29,3] -1380687870306909355454087537439895863081040
[29,4] -20902135129532256466670968277423196840883160676
[29,5] -23705610256036618415160525378030350428563376319337
[29,6] -3808207308726306038825812770546483613486179074621528
[29,7] -125843853216936552187155185480018659701768412995684438
[29,8] -1093077285341601259226873205880938114179056315623823536
[29,9] -3011383285083713991019195068446685140724696150391617885
[29,10] -3151487200266080547146400538398171933918690074001484020
[29,11] -1523779172206915377886421251790265388133361352794786924
[29,12] -407362744761995241659649264383299291590915516201387268
[29,13] -68488001991852805303078556562299364365337418961466375
[29,14] -7753794505835686940229333842248887192864636717469080
[29,15] -653708267255882290836563707715476526773713650953830
[29,16] -34863171782366448892305213732898141196296388939976
[29,17] -2245083031050273882835852085408624755293267608421
[29,18] -14815369691682908084078781520921954574667816332
[29,19] -4375194706936398719906461620848515534626615210
[29,20] 77067161737580731409574443751634491511299708
[29,21] -3301680587149249612204484019530069736401169
[29,22] 39845222014256017496753156130339123643584
[29,23] -499779938253636908295455656512413433432
[29,24] 2402275333281119186452617799940684088
[29,25] -9579636908334022699099236629515572
[29,26] 11984050456905611879763270372792
[29,27] -11892035780729020191195995050
[29,28] 1361462103192077357021424
[29,29] -202723550025869969730
[28,1] -74680754727469378758818087176668
[28,2] 2269244132358044806061968722123361485470436
[28,3] -15237656509429014964203135874241510497003824132804
[28,4] 920817298796448204747334051065752137423996130892323384
[28,5] -2166818428045790604147220977056852653728237682098376549428
[28,6] 406952337239646077681313335913279073235987357406809636524596
[28,7] -8815446888430847673418636961180239414549028443100279128203260
[28,8] 24191411902427923568980357009767793858934046600122185008615000
[28,9] -918136965631415067813440440180299558184177783094507140722444
[28,10] -2673103027175387826965329679607232350227448240187559800844596
[28,11] -4072235194560542280604821878325851908721454192361077797927700
[28,12] -2458290205339837622576385252416515896797630542269663065382606
[28,13] 312666610951339491464060814885297933209692934375795147565524
[28,14] 290723814868133707117514151596088171135523596311260562802576
[28,15] 18550236628491024234788580323412559653738987648288162759564
[28,16] -2470672863226300160656567808606053135558963068438587902682
[28,17] -213427473950946771684979497351070674081381432905517389196
[28,18] -639805973012742678583053045021217475051031635445498756
[28,19] 261420840839642554451409050723832383289563379834159688
[28,20] 4509909597950845982465570513180609329613449879586784
[28,21] -39634489775985823441721330959621217181851902952412
[28,22] -869954551565327131322961093730986491707000991796
[28,23] 234206828782004036056402453010671809636970680
[28,24] 18441153308445136632152933022615420443468646
[28,25] 3290371436724937442202649403460436242816
[28,26] -25320907159274327283415844252269455600
[28,27] -1115097320402438768416318123645788
[28,28] 528820712398331028287690565442
[27,1] -872544475464533703619827179753266110
[27,2] -398280653004025253159285480168947492074406752456
[27,3] -12598133220078356527171324767425827462106149274524774617
[27,4] -1579610634045381350423324092274445584567885270249716504533012
[27,5] -3814539665927119446334155601813290925953271742368049534871155560
[27,6] -364054094941968668423184931121026487925077235554415260637892384836
[27,7] -2255729512625575363088416908057661214769928016581775805338364455013
[27,8] 6142590073213556940150411507628088930973581285324155702973001714832
